doi,licenseURL,licenseQID,start,end,qid,wdLicenseQID
10.1155/2014/925485,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26825493,http://www.wikidata.org/entity/Q14947546
10.1155/2014/983495,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34042979,http://www.wikidata.org/entity/Q14947546
10.1155/2014/150637,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28654637,http://www.wikidata.org/entity/Q14947546
10.1155/2014/401306,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34043301,http://www.wikidata.org/entity/Q14947546
10.1155/2014/231041,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q59075029,http://www.wikidata.org/entity/Q14947546
10.1155/2014/826095,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26851800,http://www.wikidata.org/entity/Q14947546
10.1155/2014/197548,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38242833,http://www.wikidata.org/entity/Q14947546
10.1155/2014/762705,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34054495,http://www.wikidata.org/entity/Q14947546
10.1155/2014/261409,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34054471,http://www.wikidata.org/entity/Q14947546
10.1155/2014/874610,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42785654,http://www.wikidata.org/entity/Q14947546
10.1155/2014/909312,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34043563,http://www.wikidata.org/entity/Q14947546
10.1155/2014/590638,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27009471,http://www.wikidata.org/entity/Q14947546
10.1155/2014/516028,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26992202,http://www.wikidata.org/entity/Q14947546
10.1155/2014/368703,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34029715,http://www.wikidata.org/entity/Q14947546
10.1155/2014/671041,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34037928,http://www.wikidata.org/entity/Q14947546
10.1155/2014/574981,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34037876,http://www.wikidata.org/entity/Q14947546
10.1155/2014/591374,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42181032,http://www.wikidata.org/entity/Q14947546
10.1155/2014/917150,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26825536,http://www.wikidata.org/entity/Q14947546
10.1155/2014/658350,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34030082,http://www.wikidata.org/entity/Q14947546
10.1155/2014/312521,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q51218189,http://www.wikidata.org/entity/Q14947546
10.1155/2014/340690,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q59075489,http://www.wikidata.org/entity/Q14947546
10.1155/2014/297073,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34038019,http://www.wikidata.org/entity/Q14947546
10.1155/2014/132350,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27027789,http://www.wikidata.org/entity/Q14947546
10.1155/2014/249498,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34022507,http://www.wikidata.org/entity/Q14947546
10.1155/2014/642063,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34029709,http://www.wikidata.org/entity/Q14947546
10.1155/2014/206478,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q59074931,http://www.wikidata.org/entity/Q14947546
10.1155/2014/583794,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26822974,http://www.wikidata.org/entity/Q14947546
10.1155/2014/352098,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34022512,http://www.wikidata.org/entity/Q14947546
10.1155/2014/785479,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34022434,http://www.wikidata.org/entity/Q14947546
10.1155/2014/239621,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014266,http://www.wikidata.org/entity/Q14947546
10.1155/2014/869269,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q30432845,http://www.wikidata.org/entity/Q14947546
10.1155/2014/908539,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34038044,http://www.wikidata.org/entity/Q14947546
10.1155/2014/564136,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34022495,http://www.wikidata.org/entity/Q14947546
10.1155/2014/610623,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q35227773,http://www.wikidata.org/entity/Q14947546
10.1155/2014/615312,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26864987,http://www.wikidata.org/entity/Q14947546
10.1155/2014/921905,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014077,http://www.wikidata.org/entity/Q14947546
10.1155/2014/671539,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38241541,http://www.wikidata.org/entity/Q14947546
10.1155/2014/646128,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42013450,http://www.wikidata.org/entity/Q14947546
10.1155/2014/406960,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34013918,http://www.wikidata.org/entity/Q14947546
10.1155/2014/390601,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34033991,http://www.wikidata.org/entity/Q14947546
10.1155/2014/298020,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38241559,http://www.wikidata.org/entity/Q14947546
10.1155/2014/124321,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34031745,http://www.wikidata.org/entity/Q14947546
10.1155/2014/497657,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34033190,http://www.wikidata.org/entity/Q14947546
10.1155/2014/367359,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34081242,http://www.wikidata.org/entity/Q14947546
10.1155/2014/432685,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38242801,http://www.wikidata.org/entity/Q14947546
10.1155/2014/169459,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34033539,http://www.wikidata.org/entity/Q14947546
10.1155/2014/310183,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38241176,http://www.wikidata.org/entity/Q14947546
10.1155/2014/637065,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q59100578,http://www.wikidata.org/entity/Q14947546
10.1155/2014/498491,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014519,http://www.wikidata.org/entity/Q14947546
10.1155/2014/672603,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014540,http://www.wikidata.org/entity/Q14947546
10.1155/2014/780752,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q21284656,http://www.wikidata.org/entity/Q14947546
10.1155/2014/543765,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34013912,http://www.wikidata.org/entity/Q14947546
10.1155/2014/837157,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014237,http://www.wikidata.org/entity/Q14947546
10.1155/2014/902545,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014546,http://www.wikidata.org/entity/Q14947546
10.1155/2014/604981,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q30365836,http://www.wikidata.org/entity/Q14947546
10.1155/2014/965384,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27026161,http://www.wikidata.org/entity/Q14947546
10.1155/2014/901941,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34012375,http://www.wikidata.org/entity/Q14947546
10.1155/2014/107526,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26859172,http://www.wikidata.org/entity/Q14947546
10.1155/2014/389048,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38241214,http://www.wikidata.org/entity/Q14947546
10.1155/2014/439171,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27010554,http://www.wikidata.org/entity/Q14947546
10.1155/2014/469187,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33993156,http://www.wikidata.org/entity/Q14947546
10.1155/2014/436921,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003206,http://www.wikidata.org/entity/Q14947546
10.1155/2014/621270,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003460,http://www.wikidata.org/entity/Q14947546
10.1155/2014/324364,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003211,http://www.wikidata.org/entity/Q14947546
10.1155/2014/495764,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26995332,http://www.wikidata.org/entity/Q14947546
10.1155/2014/964069,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003280,http://www.wikidata.org/entity/Q14947546
10.1155/2014/562860,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014251,http://www.wikidata.org/entity/Q14947546
10.1155/2014/902315,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42002008,http://www.wikidata.org/entity/Q14947546
10.1155/2014/465694,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34014053,http://www.wikidata.org/entity/Q14947546
10.1155/2014/573783,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q21284688,http://www.wikidata.org/entity/Q14947546
10.1155/2014/419026,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34012349,http://www.wikidata.org/entity/Q14947546
10.1155/2014/327950,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003800,http://www.wikidata.org/entity/Q14947546
10.1155/2014/927804,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34009796,http://www.wikidata.org/entity/Q14947546
10.1155/2014/210934,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26865574,http://www.wikidata.org/entity/Q14947546
10.1155/2014/243056,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42772582,http://www.wikidata.org/entity/Q14947546
10.1155/2014/651727,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42181059,http://www.wikidata.org/entity/Q14947546
10.1155/2014/943149,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34009286,http://www.wikidata.org/entity/Q14947546
10.1155/2014/954781,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38240898,http://www.wikidata.org/entity/Q14947546
10.1155/2014/580171,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34009789,http://www.wikidata.org/entity/Q14947546
10.1155/2014/964350,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q41890686,http://www.wikidata.org/entity/Q14947546
10.1155/2014/243713,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34012443,http://www.wikidata.org/entity/Q14947546
10.1155/2014/971818,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28654923,http://www.wikidata.org/entity/Q14947546
10.1155/2014/890230,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34009539,http://www.wikidata.org/entity/Q14947546
10.1155/2014/460654,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003164,http://www.wikidata.org/entity/Q14947546
10.1155/2014/750374,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38240155,http://www.wikidata.org/entity/Q14947546
10.1155/2014/129458,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38240154,http://www.wikidata.org/entity/Q14947546
10.1155/2014/320906,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38240836,http://www.wikidata.org/entity/Q14947546
10.1155/2014/315494,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26828026,http://www.wikidata.org/entity/Q14947546
10.1155/2014/973758,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27016050,http://www.wikidata.org/entity/Q14947546
10.1155/2014/652329,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q53470866,http://www.wikidata.org/entity/Q14947546
10.1155/2014/606458,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27011319,http://www.wikidata.org/entity/Q14947546
10.1155/2014/218493,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q34003160,http://www.wikidata.org/entity/Q14947546
10.1155/2014/518135,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33999335,http://www.wikidata.org/entity/Q14947546
10.1155/2014/684587,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28655008,http://www.wikidata.org/entity/Q14947546
10.1155/2014/839325,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42036285,http://www.wikidata.org/entity/Q14947546
10.1155/2014/435197,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38239700,http://www.wikidata.org/entity/Q14947546
10.1155/2014/350432,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33993973,http://www.wikidata.org/entity/Q14947546
10.1155/2014/353616,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33944749,http://www.wikidata.org/entity/Q14947546
10.1155/2014/801269,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27014620,http://www.wikidata.org/entity/Q14947546
10.1155/2014/589341,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26822795,http://www.wikidata.org/entity/Q14947546
10.1155/2014/914853,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28390862,http://www.wikidata.org/entity/Q14947546
10.1155/2014/809503,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q30841801,http://www.wikidata.org/entity/Q14947546
10.1155/2014/868196,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26866008,http://www.wikidata.org/entity/Q14947546
10.1155/2014/296986,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38238758,http://www.wikidata.org/entity/Q14947546
10.1155/2014/751392,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33993124,http://www.wikidata.org/entity/Q14947546
10.1155/2014/215650,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38239699,http://www.wikidata.org/entity/Q14947546
10.1155/2014/928507,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33993217,http://www.wikidata.org/entity/Q14947546
10.1155/2014/380124,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38238760,http://www.wikidata.org/entity/Q14947546
10.1155/2014/549136,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33997951,http://www.wikidata.org/entity/Q14947546
10.1186/1471-2474-15-231,http://creativecommons.org/licenses/by/2.0,Q19125117,2014-07-10T00:00:00Z,,Q27012549,http://www.wikidata.org/entity/Q19125117
10.1155/2014/925302,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33942724,http://www.wikidata.org/entity/Q14947546
10.1155/2014/962871,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28390890,http://www.wikidata.org/entity/Q14947546
10.1155/2014/623759,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38238738,http://www.wikidata.org/entity/Q14947546
10.1155/2014/146769,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33943693,http://www.wikidata.org/entity/Q14947546
10.1155/2014/858496,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33942655,http://www.wikidata.org/entity/Q14947546
10.1155/2014/658913,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33943727,http://www.wikidata.org/entity/Q14947546
10.1155/2014/454696,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26862840,http://www.wikidata.org/entity/Q14947546
10.1155/2014/384342,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q41958830,http://www.wikidata.org/entity/Q14947546
10.1155/2014/474296,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q21284703,http://www.wikidata.org/entity/Q14947546
10.1155/2014/582849,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q30433206,http://www.wikidata.org/entity/Q14947546
10.1155/2014/315470,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q41924395,http://www.wikidata.org/entity/Q14947546
10.1155/2014/452315,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33930362,http://www.wikidata.org/entity/Q14947546
10.1155/2014/734749,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26822943,http://www.wikidata.org/entity/Q14947546
10.1155/2014/359308,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33908957,http://www.wikidata.org/entity/Q14947546
10.1155/2014/154631,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q30841129,http://www.wikidata.org/entity/Q14947546
10.1155/2014/243786,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33914939,http://www.wikidata.org/entity/Q14947546
10.1155/2014/303298,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26827757,http://www.wikidata.org/entity/Q14947546
10.1155/2014/653539,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33908937,http://www.wikidata.org/entity/Q14947546
10.1155/2014/610140,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38233882,http://www.wikidata.org/entity/Q14947546
10.1155/2014/618382,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38237659,http://www.wikidata.org/entity/Q14947546
10.1155/2014/890141,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33908881,http://www.wikidata.org/entity/Q14947546
10.1155/2014/232546,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33914824,http://www.wikidata.org/entity/Q14947546
10.1155/2014/381854,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28655186,http://www.wikidata.org/entity/Q14947546
10.1155/2014/260429,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33914944,http://www.wikidata.org/entity/Q14947546
10.1155/2014/409272,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33914603,http://www.wikidata.org/entity/Q14947546
10.1155/2014/636514,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33908640,http://www.wikidata.org/entity/Q14947546
10.1155/2014/959461,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33914573,http://www.wikidata.org/entity/Q14947546
10.1155/2014/895986,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q28390405,http://www.wikidata.org/entity/Q14947546
10.1155/2014/235460,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38233854,http://www.wikidata.org/entity/Q14947546
10.1155/2014/905472,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q21284502,http://www.wikidata.org/entity/Q14947546
10.1155/2014/283278,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33914906,http://www.wikidata.org/entity/Q14947546
10.1155/2014/912965,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38238078,http://www.wikidata.org/entity/Q14947546
10.1155/2014/213973,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33942716,http://www.wikidata.org/entity/Q14947546
10.1155/2014/903848,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33992977,http://www.wikidata.org/entity/Q14947546
10.1155/2014/879437,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38238762,http://www.wikidata.org/entity/Q14947546
10.1155/2014/728038,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q21284663,http://www.wikidata.org/entity/Q14947546
10.1155/2014/574825,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q41993676,http://www.wikidata.org/entity/Q14947546
10.1155/2014/107421,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33908217,http://www.wikidata.org/entity/Q14947546
10.1155/2014/658108,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27027870,http://www.wikidata.org/entity/Q14947546
10.1155/2014/121254,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26849642,http://www.wikidata.org/entity/Q14947546
10.1155/2014/917672,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33908725,http://www.wikidata.org/entity/Q14947546
10.1155/2014/936891,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27013065,http://www.wikidata.org/entity/Q14947546
10.1155/2014/906038,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q53480784,http://www.wikidata.org/entity/Q14947546
10.1155/2014/986352,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33893770,http://www.wikidata.org/entity/Q14947546
10.1155/2014/762695,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38233057,http://www.wikidata.org/entity/Q14947546
10.1155/2014/875305,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33904588,http://www.wikidata.org/entity/Q14947546
10.1155/2014/619410,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38233376,http://www.wikidata.org/entity/Q14947546
10.1155/2014/569632,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42144460,http://www.wikidata.org/entity/Q14947546
10.1155/2014/964010,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33902416,http://www.wikidata.org/entity/Q14947546
10.1155/2014/458601,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q27026946,http://www.wikidata.org/entity/Q14947546
10.1155/2014/698265,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q35227777,http://www.wikidata.org/entity/Q14947546
10.1155/2014/591867,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33861210,http://www.wikidata.org/entity/Q14947546
10.1155/2014/432652,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q42727153,http://www.wikidata.org/entity/Q14947546
10.1155/2014/205697,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q41915428,http://www.wikidata.org/entity/Q14947546
10.1155/2014/540451,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q26824321,http://www.wikidata.org/entity/Q14947546
10.1155/2014/808307,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q21284533,http://www.wikidata.org/entity/Q14947546
10.1155/2014/297241,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33893264,http://www.wikidata.org/entity/Q14947546
10.1186/2008-2231-22-52,http://creativecommons.org/licenses/by/4.0,Q20007257,2014-06-25T00:00:00Z,,Q27002393,http://www.wikidata.org/entity/Q20007257
10.1155/2014/502093,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33892994,http://www.wikidata.org/entity/Q14947546
10.1155/2014/836583,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q38233374,http://www.wikidata.org/entity/Q14947546
10.1155/2014/850831,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33892605,http://www.wikidata.org/entity/Q14947546
10.1155/2014/908915,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33893789,http://www.wikidata.org/entity/Q14947546
10.1155/2014/715434,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33894088,http://www.wikidata.org/entity/Q14947546
10.1155/2014/203693,http://creativecommons.org/licenses/by/3.0/,Q14947546,2014-01-01T00:00:00Z,,Q33895113,http://www.wikidata.org/entity/Q20007257
