qid,doi,wdLicenseQID
Q37944173,10.1590/S0365-05962011000400016,
Q41881532,10.4103/0970-1591.124222,
Q43083751,10.1590/1678-775720150261,
Q73135057,10.1590/S0066-782X2003000200001,
Q85733855,10.4103/0970-9290.118012,
Q35215095,10.4103/0970-2113.152630,
Q36103422,10.4103/0970-2113.164158,
Q38800648,10.4103/0970-1591.126902,
Q40134918,10.1159/000348817,
Q42714931,10.1590/S1806-37132013000300020,
Q55763158,10.1590/S0102-33061995000100007,
Q56170520,10.1590/1982-0224-20160168,
Q57584303,10.1590/S1413-73722009000300004,
Q58428029,10.1590/S0034-89102006000700009,
Q78022672,10.1590/S1516-31801999000100010,
Q84415508,10.1590/S0365-05962012000300029,
Q84792386,10.1590/S1677-55382009000500013,
Q86439132,10.4103/0970-4388.108946,
Q87415087,10.4103/0971-9784.101856,
Q87435953,10.4103/0022-3859.128819,
Q110690359,10.1590/S0100-204X2013000900001,
Q42620373,10.2298/SARH1308447I,
Q44842626,10.1590/S0034-89102012000100018,
Q46690222,10.2298/SARH1304275B,
Q47109074,10.4103/0022-3859.201424,
Q51599617,10.2298/SARH1604200L,
Q82440916,10.2298/SARH1110681P,
Q87902503,10.2298/SARH1404155B,
Q33417722,10.2298/SARH1408419S,
Q35228468,10.4103/0019-5049.153036,
Q36728594,10.4103/0970-0218.106623,
Q37719287,10.1590/S0004-282X2010000100008,
Q39454586,10.4103/0189-6725.104717,
Q42788382,10.4103/0974-7796.82177,
Q44317000,10.2298/SARH1304256V,
Q49404216,10.19082/5793,
Q49640927,10.19082/5834,
Q57137760,10.2298/SARH1208419P,
Q82282351,10.1590/S0004-282X2011000600025,
Q83457135,10.2298/SARH1112772L,
Q83495691,10.1590/S0004-282X2011000100006,
Q84805152,10.2298/SARH1106339M,
Q110690349,10.1590/S0100-06832008000100031,
Q36887195,10.4103/0971-4065.161522,
Q40337555,10.1590/S1806-37132010000600014,
Q42148280,10.4103/0974-620X.111925,
Q42840363,10.4103/0972-2327.116927,
Q48389923,10.1590/S0004-282X2006000500002,
Q55013973,10.4103/UA.UA_176_17,
Q87415077,10.4103/0971-9784.101844,
Q33523532,10.1590/S0004-282X2009000600023,
Q34507452,10.4103/0974-2700.142771,
Q36879455,10.4103/0974-2700.110750,
Q37419939,10.4103/0974-2700.193348,
Q37953719,10.1590/S0034-70942011000600013,
Q38175953,10.4103/0974-620X.122286,
Q41810309,10.4103/0970-9185.101950,
Q43104020,10.4103/0974-777X.112280,
Q89221861,10.1590/0004-282X20160062,
Q33581069,10.4103/0974-2700.130887,
Q36817947,10.4103/0970-2113.106173,
Q36912811,10.1590/S1677-5538.IBJU.2015.0082,
Q37949581,10.4103/0972-124X.85660,
Q42714958,10.1590/S1806-37132013000400020,
Q42933187,10.1590/S0004-28032010000200009,
Q46306782,10.1590/S0004-282X2013000300014,
Q51818407,10.1590/S0066-782X2009000600012,
Q69809702,10.1590/S0034-89101974000100005,
Q73142014,10.1590/S0066-782X2000001000005,
Q111935066,10.24874/IJQR15.02-16,
Q113178382,10.1590/S0102-33062013000300005,
Q35174236,10.4103/0301-4738.83610,
Q36041965,10.5423/PPJ.OA.03.2015.0027,
Q37844647,10.2298/SARH1402054V,
Q38797399,10.4103/0974-8237.176611,
Q38856303,10.2298/SARH1602116B,
Q39896741,10.4103/0970-1591.32060,
Q40591254,10.2298/SARH1604215M,
Q41852591,10.1590/S1678-77572012000300006,
Q43809890,10.2298/SARH1306354D,
Q50548015,10.2298/SARH1306320F,
Q50549886,10.2298/SARH1210612D,
Q50656419,10.2298/SARH1406356T,
Q50971343,10.1590/S0066-782X2007000500024,
Q51349568,10.2298/SARH1202058I,
Q54404793,10.2298/SARH1310653R,
Q57436010,10.1590/S0100-06832011000300018,
Q71117619,10.1590/S0034-89101983000200008,
Q83183639,10.1590/S0100-72032008000900006,
Q84099238,10.1590/S0066-782X2010000100018,
Q84231833,10.2298/SARH1104216V,
Q86323942,10.2298/SARH1410564M,
Q35314986,10.4103/0970-0218.153878,
Q36885925,10.4103/0019-5154.110836,
Q38392227,10.1590/S1677-5538.IBJU.2015.02.22,
Q39620489,10.1590/S1677-5538.IBJU.2014.0315,
Q41052015,10.4103/0970-0218.132736,
Q41445582,10.4103/0019-5049.170048,
Q45303576,10.1590/S0004-282X2011000400001,
Q50900114,10.1590/S1806-37132007000300018,
Q60220587,10.1590/S0034-89102005000200017,
Q63284192,10.1590/S0103-84782008000500048,
Q79290791,10.1590/S0066-782X2006001600003,
Q81027863,10.1590/S0004-282X2008000100025,
Q81749297,10.1590/S0034-89102005000200017,
Q82557906,10.1590/S0066-782X2009001100021,
Q84865482,10.1590/S1806-37132011000400002,
Q95406608,10.1590/S1677-55382012000400019,
Q96303604,10.24875/ACM.M20000058,
Q96303612,10.24875/ACM.M20000067,
Q35833058,10.4103/0019-5154.164441,
Q37458222,10.1590/S1806-37132009000300012,
Q41239251,10.4103/0970-1591.159597,
Q41827336,10.4103/0973-6247.126700,
Q41999176,10.4103/0970-1591.74429,
Q42720641,10.1159/000327699,
Q42782990,10.4103/0301-4738.181754,
Q42872340,10.4103/0301-4738.83627,
Q47369584,10.1590/1516-3180.2016.0194060617,
Q87102095,10.2298/SARH1306384M,
Q100427250,10.1097/CM9.0000000000001150,
Q107078700,10.1590/S0100-06832007000100010,
Q33835865,10.4103/0970-1591.74462,
Q35830297,10.4103/0971-4065.146031,
Q41488489,10.1159/000477960,
Q44016166,10.2298/SARH1110619S,
Q59304957,10.1590/S0100-06832011000600016,
Q81631379,10.1590/S1806-37132008000600014,
Q83905329,10.1590/S0034-70942006000300009,
Q87436155,10.4103/1319-2442.128611,
Q26739666,10.4103/0970-1591.185108,
Q34271928,10.5423/PPJ.OA.04.2014.0030,
Q41455866,10.2298/SARH1412703V,
Q41919678,10.5423/PPJ.NT.01.2017.0019,
Q42363741,10.4103/0019-5154.193695,
Q50793949,10.2298/SARH1206278N,
Q51579501,10.4103/0377-4929.188138,
Q53384834,10.2298/SARH1506309B,
Q64898524,10.2298/SARH1110651S,
Q86050364,10.2298/SARH1308565M,
Q87407221,10.2298/SARH1406342N,
Q87715577,10.5808/GI.2014.12.1.1,
Q107078657,10.1590/S0100-06832012000200001,
Q34336053,10.1159/000314952,
Q37698203,10.1590/S1678-77572010000400008,
Q37704243,10.1590/S1806-37132010000100018,
Q39256722,10.1159/000332830,
Q41189977,10.4103/0019-5154.110901,
Q41929371,10.4103/0972-124X.124498,
Q42780785,10.4103/0974-7796.134307,
Q44253761,10.1590/S0034-89101992000300013,
Q46001261,10.4103/0189-6725.132817,
Q46853975,10.4103/0019-5049.108551,
Q57518882,10.2298/SAJ1183103W,
Q115146891,10.1590/1678-4324-2017160304,
Q115365309,10.12911/22998993/141531,
Q115365434,10.12911/22998993/141475,
Q115365489,10.12911/22998993/141370,
Q33414010,10.1590/S1677-55382009000100006,
Q36987840,10.4103/0971-9784.148318,
Q38976354,10.1159/000360848,
Q39430001,10.1590/S0004-28032015000300013,
Q41823296,10.4103/0019-5154.193674,
Q41823870,10.4103/0971-6203.170793,
Q45243198,10.4103/0019-557X.85246,
Q46798385,10.4103/0970-9290.147105,
Q51036111,10.1590/S1806-37132011000200006,
Q53588399,10.1590/0004-282X20130235,
Q115360016,10.1590/S1808-86942009000300005,
Q34024369,10.4103/0974-7796.134270,
Q37080577,10.4103/0971-3026.113629,http://www.wikidata.org/entity/Q24082749
Q37080598,10.4103/0971-3026.113619,http://www.wikidata.org/entity/Q24082749
Q37183223,10.4103/0971-3026.116581,http://www.wikidata.org/entity/Q24082749
Q40241355,10.4103/0974-777X.112266,
Q41343212,10.4103/0971-3026.111487,http://www.wikidata.org/entity/Q24082749
Q55411871,10.1590/1678-7757-2017-0470,
Q87065299,10.1159/000380847,
Q87324704,10.4103/0971-3026.113608,http://www.wikidata.org/entity/Q24082749
Q92283976,10.4103/IJPM.IJPM_272_18,
Q36108024,10.4103/0019-5154.97683,
Q45021623,10.1590/S0034-89101989000300005,
Q48627941,10.1590/S0004-282X2012000300012,
Q35522468,10.4103/0970-9290.147075,
Q41238573,10.1159/000447998,
Q42447876,10.4103/0019-5154.160476,
Q72023376,10.1590/S0034-89101994000500012,
Q83382182,10.4103/0019-557X.92421,
Q35025366,10.4103/0974-7796.148595,
Q36547110,10.5808/GI.2015.13.4.132,
Q37286180,10.4103/0970-9185.119145,
Q38646289,10.1590/0004-282X20150182,
Q40505365,10.1590/S0004-28032005000100003,
Q43717901,10.1590/S0034-89101987000400003,
Q48911629,10.1590/S0004-282X2008000400020,
Q85838941,10.1590/S0100-72032012001100007,
Q28655737,10.4103/0971-4065.140538,
Q34632770,10.1159/000368821,
Q43294607,10.1590/S0034-70942009000400009,
Q54556673,10.1590/S0031-10492008001600001,
Q115367183,10.12911/22998993/135862,
Q36872200,10.4103/0970-2113.180806,
Q39928898,10.4103/0970-9185.173343,
Q41488899,10.4103/0377-4929.151206,
Q54320776,10.4103/0970-9290.104951,
Q58848909,10.1590/S0034-89101972000300007,
Q80522088,10.1590/S0066-782X2007000500016,
Q87397450,10.4103/0022-3859.101654,
Q113151195,10.34133/2020/6735967,http://www.wikidata.org/entity/Q20007257
Q114343547,10.1590/S0101-20612011000100039,
Q35183901,10.4103/0970-2113.83985,
Q36294454,10.1590/S0034-8910.2015049005866,
Q36524422,10.1590/S1677-55382006000300002,
Q36817912,10.4103/0970-2113.106118,
Q36853006,10.4103/0019-5154.108079,
Q37093651,10.4103/0022-3859.147028,
Q37577497,10.1590/S0365-05962009000300010,
Q37589771,10.4103/0971-4065.125050,
Q37953720,10.1590/S0034-70942011000600014,
Q38391457,10.1590/S1677-5538.IBJU.2015.01.09,
Q40541097,10.4103/0970-2113.188981,
Q41272729,10.4103/0974-777X.62862,
Q41763536,10.4103/0972-6748.132934,
Q43294617,10.1590/S0034-70942009000400002,
Q43486020,10.1590/S0034-89102007000600012,
Q44740536,10.1590/S1806-37132011000100012,
Q45049945,10.1590/S0034-89101981000500005,
Q47095534,10.1159/000481430,
Q48035321,10.1590/S0066-782X2007001700011,
Q49530942,10.4103/UA.UA_119_17,
Q54790848,10.1590/S0031-10492012001200001,
Q60204525,10.1590/S0100-204X2004000300005,
Q81476801,10.1590/S0004-282X2007000500030,
Q85235293,10.4103/1319-2442.157369,
Q113247145,10.5513/JCEA01/22.4.2754,
Q36490965,10.4103/0019-5049.103960,
Q36761222,10.1590/S0066-782X2007000100029,
Q41821477,10.1590/S1806-37562015000000235,
Q42782937,10.4103/0301-4738.181739,
Q44021686,10.4103/0022-3859.118063,
Q44279570,10.1590/S1677-55382011000600011,
Q57518900,10.2298/SAJ1081063B,
Q57839463,10.1590/S0101-31572007000300003,
Q64934511,10.1159/000500671,
Q95779557,10.4103/0022-3859.118063,
Q115366836,10.12911/22998993/137674,
Q37091282,10.4103/0022-3859.153109,
Q37517683,10.4103/0019-5049.195483,
Q50950777,10.1590/S0004-282X2012000600010,
Q52586836,10.1080/16549716.2018.1458938,http://www.wikidata.org/entity/Q20007257
Q57193270,10.1080/16549716.2018.1527971,http://www.wikidata.org/entity/Q20007257
Q59798916,10.1080/16549716.2018.1520473,http://www.wikidata.org/entity/Q20007257
Q89634912,10.1080/16549716.2020.1715325,http://www.wikidata.org/entity/Q20007257
Q89763223,10.1080/16549716.2020.1724672,http://www.wikidata.org/entity/Q20007257
Q90454719,10.1080/16549716.2020.1740419,http://www.wikidata.org/entity/Q20007257
Q96168389,10.1080/16549716.2020.1768795,http://www.wikidata.org/entity/Q20007257
Q96959536,10.1080/16549716.2020.1769900,http://www.wikidata.org/entity/Q20007257
Q98657994,10.1080/16549716.2020.1804700,http://www.wikidata.org/entity/Q20007257
Q98888547,10.1080/16549716.2020.1805165,http://www.wikidata.org/entity/Q20007257
Q99635545,10.1080/16549716.2020.1810415,http://www.wikidata.org/entity/Q20007257
Q101118773,10.1080/16549716.2020.1833510,http://www.wikidata.org/entity/Q20007257
Q104494128,10.1080/16549716.2020.1859822,http://www.wikidata.org/entity/Q20007257
Q28079114,10.4103/0019-5049.190624,
Q35487668,10.1159/000368697,
Q38973894,10.4103/0974-8237.176602,
Q50647351,10.1590/0004-282X20140001,
Q51629084,10.1590/S0066-782X2004001300002,
Q53475807,10.1590/S0066-782X2007000500017,
Q77322906,10.1590/S0066-782X2001001100009,
Q86184161,10.4103/0970-4388.165645,
Q26753014,10.4103/0972-124X.176391,
Q33641411,10.4103/0971-3026.130680,http://www.wikidata.org/entity/Q24082749
Q42087259,10.4103/0970-2113.197122,
Q45997000,10.1590/S0034-70942005000500006,
Q115660249,10.21149/11268,http://www.wikidata.org/entity/Q42553662
Q33555719,10.4103/0971-3026.57209,http://www.wikidata.org/entity/Q24082749
Q33555725,10.4103/0971-3026.57210,http://www.wikidata.org/entity/Q24082749
Q33731645,10.4103/0019-5049.130851,
Q33750368,10.4103/0971-3026.59754,http://www.wikidata.org/entity/Q24082749
Q34780001,10.4103/0301-4738.145990,http://www.wikidata.org/entity/Q15643954
Q36206164,10.1159/000342068,
Q37138083,10.4103/0019-5154.185730,
Q37239219,10.4103/0972-124X.118319,
Q38726371,10.1590/1678-775720150352,
Q39290940,10.4103/0970-9290.123422,
Q39776411,10.4103/0971-3026.59745,http://www.wikidata.org/entity/Q24082749
Q40190740,10.4103/0019-557X.132283,
Q43043549,10.4103/0971-3026.143892,http://www.wikidata.org/entity/Q24082749
Q43065230,10.1590/S0004-282X2010000200008,
Q45038270,10.1590/0004-282X20130031,
Q46183820,10.1590/S0034-89102009000100016,
Q50882667,10.1590/S1806-37132012000600008,
Q81476540,10.1590/S0004-282X2007000500010,
Q82301364,10.1590/S0004-282X2010000500025,
Q35590550,10.4103/0974-8237.156070,
Q37584970,10.4103/0970-2113.197099,
Q38237369,10.4103/0970-1591.128506,
Q38738245,10.1159/000360790,
Q41949266,10.4103/0974-620X.142590,
Q111819199,10.1590/S1516-89132014005000022,
Q33960392,10.1590/S0004-282X2011000400024,
Q36330475,10.4103/0971-4065.160338,
Q41821209,10.4103/0974-8237.161588,
Q42140613,10.4103/0970-9185.94823,
Q42997487,10.1590/S0004-28032010000100007,
Q45165008,10.1590/S0100-72032008000500002,
Q58845328,10.1590/S0066-782X2006000400010,
Q73013790,10.1590/S0034-89101996000100002,
Q83183273,10.1590/S0066-782X2008001800002,
Q83806733,10.1590/S0034-70942011000200005,
Q89411303,10.4103/1319-2442.235178,
Q94311279,10.4103/0971-9784.197793,
Q36404785,10.1159/000461575,
Q47770350,10.4103/1319-2442.132148,
