Q34267429	P1476	"Localization of the human sex hormone-binding globulin gene (SHBG) to the short arm of chromosome 17 (17p12→p13)"
Q34267429	P1476	"Localization of the human sex hormone-binding globulin gene (SHBG) to the short arm of chromosome 17 (17p12→p13)"
Q34292706	P1476	"Human PGM 2 (E. C. 2.7.5.1) mapped to 4pter→4q25"
Q34426514	P1476	"Assignment of PTK7 encoding a receptor protein tyrosine kinase-like molecule to human chromosome 6p21.1→p12.2 by fluorescence in situ hybridization"
Q34720437	P1476	"Effects of low-level α-myosin heavy chain expression on contractile kinetics in porcine myocardium"
Q39304148	P1476	"Effect of centazolone on biogenic amine levels in rat brain & liver"
Q39591449	P1476	"Bleomycin induced changes in lungs & lymph nodes of guineapigs"
Q39563392	P1476	"Group-Specific Component (Gc) ‘Subtypes’ of Gc1 by Isoelectric Focusing in US Blacks and Whites"
Q39628417	P1476	"Effect of testosterone propionate on electrical activity of brain in intact & gonadectomized rhesus monkeys"
Q39613755	P1476	"Effects of phenylglyoxal on growth & sporulation of Bacillus cereus T"
Q39655196	P1476	"Carbonic anhydrase of human endometrium: biochemical & clinical aspects"
Q39792212	P1476	"Surveillance of Down’s Syndrome as a Paradigm of Population Monitoring"
Q39828361	P1476	"Down’s Syndrome: Chromosome Analysis of 362 Cases in Hungary"
