qid,title
Q58053116,BrO and Br&lt;sub&gt;y&lt;/sub&gt; profiles over the Western Pacific: Relevance of Inorganic Bromine Sources and a Br&lt;sub&gt;y&lt;/sub&gt; Minimum in the Aged Tropical Tropopause Layer
Q58052073,CH&lt;sub&gt;4&lt;/sub&gt; and CO distributions over tropical fires during October 2006 as observed by the Aura TES satellite instrument and modeled by GEOS-Chem
Q58056218,"Cyanobacterial endobionts within a major marine planktonic calcifier (&lt;i&gt;Globigerina bulloides&lt;/i&gt;, Foraminifera) revealed by 16S rRNA metabarcoding"
Q58067168,Long-term trends in the PM&lt;sub&gt;2.5&lt;/sub&gt;- and O&lt;sub&gt;3&lt;/sub&gt;-related mortality burdens in the United States under emission reductions from 1990 to 2010
Q58072892,NO&lt;sub&gt;x&lt;/sub&gt; emissions in China: historical trends and future perspectives
Q58058817,Observation of isoprene hydroxynitrates in the southeastern United States and implications for the fate of NO&lt;sub&gt;&lt;i&gt;x&lt;/i&gt;&lt;/sub&gt;
Q58058984,"Observations of the temperature dependent response of ozone to NO&lt;sub&gt;x&lt;/sub&gt; reductions in the Sacramento, CA urban plume"
Q58053156,Parameterisation and impact of aerosol uptake of HO&lt;sub&gt;2&lt;/sub&gt; on a global tropospheric model
Q58058178,"Source apportionment of PM&lt;sub&gt;10&lt;/sub&gt; in a north-western Europe regional urban background site (Lens, France) using positive matrix factorization and including primary biogenic emissions"
Q58069081,The mechanisms of North Atlantic CO&lt;sub&gt;2&lt;/sub&gt; uptake in a large Earth System Model ensemble
Q58059862,Trajectory model simulations of ozone (O&lt;sub&gt;3&lt;/sub&gt;) and carbon monoxide (CO) in the lower stratosphere
Q58099989,Aura OMI observations of regional SO&lt;sub&gt;2&lt;/sub&gt; and NO&lt;sub&gt;2&lt;/sub&gt; pollution changes from 2005 to 2015
Q58105878,Coccolithophore surface distributions in the North Atlantic and their modulation of the air-sea flux of CO&lt;sub&gt;2&lt;/sub&gt; from 10 years of satellite Earth observation data
Q58117799,Does atmospheric CO&lt;sub&gt;2&lt;/sub&gt; seasonality play an important role in governing the air-sea flux of CO&lt;sub&gt;2&lt;/sub&gt;?
Q58116831,"Ice crystal concentrations in wave clouds: dependencies on temperature, &lt;i&gt;D&lt;/i&gt; &gt; 0.5 μm aerosol particle concentration, and duration of cloud processing"
Q58115563,"Increasing concentrations of dichloromethane, CH&lt;sub&gt;2&lt;/sub&gt;Cl&lt;sub&gt;2&lt;/sub&gt;, inferred from CARIBIC air samples collected 1998–2012"
Q58093223,The sensitivity of stratospheric ozone changes through the 21st century to N&lt;sub&gt;2&lt;/sub&gt;O and CH&lt;sub&gt;4&lt;/sub&gt;
Q58201156,Bulk partitioning the growing season net ecosystem exchange of CO&lt;sub&gt;2&lt;/sub&gt; in Siberian tundra reveals the seasonality of its carbon sequestration strength
Q58231854,High Prevalence of Subclinical Mastitis and Multidrug Resistant &lt;i&gt;Staphylococcus aureus&lt;/i&gt; Are a Threat to Dairy Cattle Production in Kiboga District (Uganda)
Q58310750,A Lagrangian Approach Towards Extracting Signals of Urban CO&lt;sub&gt;2&lt;/sub&gt; Emissions from Satellite Observations of Atmospheric Column CO&lt;sub&gt;2&lt;/sub&gt; (XCO&lt;sub&gt;2&lt;/sub&gt;): X-Stochastic Time-Inverted Lagrangian Transport
Q58262897,Airborne intercomparison of HO&lt;sub&gt;x&lt;/sub&gt; measurements using laser-induced fluorescence and chemical ionization mass spectrometry during ARCTAS
Q58239634,Biology and air–sea gas exchange controls on the distribution of carbon isotope ratios ( &delta; 13 C) in the ocean
Q58239339,"Boreal forest fire emissions in fresh Canadian smoke plumes: C&lt;sub&gt;1&lt;/sub&gt;-C&lt;sub&gt;10&lt;/sub&gt; volatile organic compounds (VOCs), CO&lt;sub&gt;2&lt;/sub&gt;, CO, NO&lt;sub&gt;2&lt;/sub&gt;, NO, HCN and CH&lt;sub&gt;3&lt;/sub&gt;CN"
Q58313736,Carbon flux to woody tissues in a beech/spruce forest during summer and in response to chronic O&lt;sub&gt;3&lt;/sub&gt; exposure
Q58261745,"Corrigendum to ""Cajander larch ( Larix cajanderi ) biomass distribution, fire regime and post-fire recovery in northeastern Siberia"" published in Biogeosciences, 9, 3943&minus;3959, 2012"
Q58240117,Methods to evaluate CaCO&lt;sub&gt;3&lt;/sub&gt; cycle modules in coupled global biogeochemical ocean models
Q58240394,Observations of total RONO&lt;sub&gt;2&lt;/sub&gt; over the boreal forest: NO&lt;sub&gt;x&lt;/sub&gt; sinks and HNO&lt;sub&gt;3&lt;/sub&gt; sources
Q58313855,On the statistical optimality of CO&lt;sub&gt;2&lt;/sub&gt; atmospheric inversions assimilating CO&lt;sub&gt;2&lt;/sub&gt; column retrievals
Q58240164,Potential impact of DOM accumulation on &lt;i&gt;f&lt;/i&gt;CO&lt;sub&gt;2&lt;/sub&gt; and carbonate ion computations in ocean acidification experiments
Q58238250,Simulated anthropogenic CO&lt;sub&gt;2&lt;/sub&gt; storage and acidification of the Mediterranean Sea
Q58265500,"Spatial gradients of temperature, accumulation and &delta; 18 O-ice in Greenland over a series of Dansgaard-Oeschger events"
Q58313839,The first 1-year-long estimate of the Paris region fossil fuel CO&lt;sub&gt;2&lt;/sub&gt; emissions based on atmospheric inversion
Q58304050,The isotopic composition of precipitation from a winter storm – a case study with the limited-area model COSMO&lt;sub&gt;iso&lt;/sub&gt;
Q58320778,A centrifugal ice microtome for measurements of atmospheric CO&lt;sub&gt;2&lt;/sub&gt; on air trapped in polar ice cores
Q58322697,A satellite data driven biophysical modeling approach for estimating northern peatland and tundra CO&lt;sub&gt;2&lt;/sub&gt; and CH&lt;sub&gt;4&lt;/sub&gt; fluxes
Q58382501,Tracing water masses with &lt;sup&gt;129&lt;/sup&gt;I and &lt;sup&gt;236&lt;/sup&gt;U in the subpolar North Atlantic along the GEOTRACES GA01 section
Q58382506,Tracing water masses with &lt;sup&gt;129&lt;/sup&gt;I and &lt;sup&gt;236&lt;/sup&gt;U in the subpolar North Atlantic along the GEOTRACES GA01 section
Q58395637,A method for evaluating bias in global measurements of CO&lt;sub&gt;2&lt;/sub&gt; total columns from space
Q58387605,Application of &delta;&lt;sup&gt;13&lt;/sup&gt;C and &delta;&lt;sup&gt;15&lt;/sup&gt;N isotopic signatures of organic matter fractions sequentially separated from adjacent arable and forest soils to identify carbon stabilization mechanisms
Q58384376,Direct measurements of NO&lt;sub&gt;3&lt;/sub&gt; reactivity in and above the boundary layer of a mountaintop site: identification of reactive trace gases and comparison with OH reactivity
Q58384393,Direct measurements of NO&lt;sub&gt;3&lt;/sub&gt;-reactivity in and above the boundary layer of a mountain-top site: Identification of reactive trace gases and comparison with OH-reactivity
Q58384403,Direct measurement of NO&lt;sub&gt;3&lt;/sub&gt; radical reactivity in a boreal forest
Q58386951,Eddy covariance flux measurements confirm extreme CH&lt;sub&gt;4&lt;/sub&gt; emissions from a Swiss hydropower reservoir and resolve their short-term variability
Q58393900,Global XCO&lt;sub&gt;2&lt;/sub&gt; anomalies as seen by Orbiting Carbon Observatory-2
Q58410283,Glacial CO&lt;sub&gt;2&lt;/sub&gt; cycle as a succession of key physical and biogeochemical processes
Q58412596,Response of O&lt;sub&gt;2&lt;/sub&gt; and pH to ENSO in the California Current System in a high resolution global climate model
Q57880088,Study of the footprints of short-term variation in XCO&lt;sub&gt;2&lt;/sub&gt; observed by TCCON sites using NIES and FLEXPART atmospheric transport models
Q58384544,"Stratospheric SO&lt;sub&gt;2&lt;/sub&gt; and sulphate aerosol, model simulations and satellite observations"
Q58432883,The EuroLifeNet Study: How Different Microenvironments Influence Personal Exposure to PM&lt;sub&gt;2.5&lt;/sub&gt; among High-School Students in Milan
Q58419620,"Uptake of algal carbon and the likely synthesis of an ""essential"" fatty acid by &lt;i&gt;Uvigerina&lt;/i&gt; ex. gr. &lt;i&gt;semiornata&lt;/i&gt; (Foraminifera) within the Pakistan margin oxygen minimum zone: evidence from fatty acid biomarker and &"
Q58473237,Magnetic Decreases (MDs) and mirror modes: two different plasma &beta; changing mechanisms
Q58644260,Generation and analysis of a new global burned area product based on MODIS 250&thinsp;m reflectance bands and thermal anomalies
Q58644264,Generation and analysis of a new global burned area product based on MODIS 250&thinsp;m reflectance bands and thermal anomalies
Q58650094,Characterization of OMI tropospheric NO&lt;sub&gt;2&lt;/sub&gt; over the Baltic Sea region
Q58652479,Inclusion of ash and SO&lt;sub&gt;2&lt;/sub&gt; emissions from volcanic eruptions in WRF-Chem: development and some applications
Q58855711,"Airborne emission measurements of SO&lt;sub&gt;2&lt;/sub&gt; , NO&lt;sub&gt;x&lt;/sub&gt; and particles from individual ships using a sniffer technique"
Q58823538,Consumers&rsquo; knowledge of and attitudes toward the role of oak in winemaking
Q58940551,"Phylogenetic model of &lt;i&gt;Follicucullus&lt;/i&gt; lineages (Albaillellaria, Radiolaria) based on high-resolution biostratigraphy of the Permian Bancheng Formation, Guangxi, South China"
Q59200620,Differential gene expression in the mussel &lt;i&gt;Bathymodiolus azoricus&lt;/i&gt; from the Menez Gwen and Lucky Strike deep-sea hydrothermal vent sites
Q59188334,Effect of Ultrahigh Straining on the Evolution of Cube Texture ({100}&lt;100&gt;) in High Purity Nickel
Q59192618,Proteostasis in Huntington&rsquo;s Disease: Disease Mechanisms and Therapeutic Opportunities
Q59164510,"The very short-lived ozone depleting substance CHBr&lt;sub&gt;3&lt;/sub&gt; (bromoform): revised UV absorption spectrum, atmospheric lifetime and ozone depletion potential"
Q59234180,Limited Cross-Shelf Variation in the Growth of Three Branching Corals on Australia&rsquo;s Great Barrier Reef
Q59256886,Overview of the 2007 and 2008 campaigns conducted as part of the Greenland Summit Halogen-HO&lt;sub&gt;x&lt;/sub&gt; Experiment (GSHOX)
Q59305720,High-molecular-weight esters in &lt;i&gt;α&lt;/i&gt;-pinene ozonolysis secondary organic aerosol: structural characterization and mechanistic proposal for their formation from highly oxygenated molecules
Q59318857,The Correlation of IFN &lt;i&gt;γ&lt;/i&gt; to the Preferential Isolation of Influenza Type B over Type A Viruses in Madin Darby Canine Kidney Cells
Q59309265,Wavelength and NO&lt;sub&gt;x&lt;/sub&gt; dependent complex refractive index of SOAs generated from the photooxidation of toluene
Q59384657,Assimilation of OMI NO&lt;sub&gt;2&lt;/sub&gt; retrievals into the limited-area chemistry-transport model DEHM (V2009.0) with a 3-D OI algorithm
Q59341843,Characterization of PID and Lead/Lag Compensators Satisfying Given&lt;tex&gt;$cal H_infty$&lt;/tex&gt;Specifications
Q59340844,Comparison of methods for the determination of NO-O&lt;sub&gt;3&lt;/sub&gt;-NO&lt;sub&gt;2&lt;/sub&gt; fluxes and chemical interactions over a bare soil
Q59340830,Formation of secondary aerosols from gasoline vehicle exhaust when mixing with SO&lt;sub&gt;2&lt;/sub&gt;
Q59344423,Thermal effects on the casimir force in the 0.1- 5 &mgr;m range
Q59770206,Combining two complementary micrometeorological methods to measure CH&lt;sub&gt;4&lt;/sub&gt; and N&lt;sub&gt;2&lt;/sub&gt;O fluxes over pasture
Q59781922,"Ultraviolet absorption cross sections of carbonyl sulfide isotopologues OC&lt;sup&gt;32&lt;/sup&gt;S, OC&lt;sup&gt;33&lt;/sup&gt;S, OC&lt;sup&gt;34&lt;/sup&gt;S and O&lt;sup&gt;13&lt;/sup&gt;CS: isotopic fractionation in photolysis and atmospheric im"
Q59838356,Arctic Ocean CO&lt;sub&gt;2&lt;/sub&gt; uptake: an improved multi-year estimate of the air–sea CO&lt;sub&gt;2&lt;/sub&gt; flux incorporating chlorophyll-a concentrations
Q59839718,The detection of nocturnal N&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;5&lt;/sub&gt; as HNO&lt;sub&gt;3&lt;/sub&gt; by alkali- and aqueous-denuder techniques
Q59888224,An investigation of the ionospheric F-region near the EIA crest in India using OI 777.4 and 630.0&thinsp;nm nightglow observations
Q59911753,Error characterization of CO&lt;sub&gt;2&lt;/sub&gt; vertical mixing in the atmospheric transport model WRF-VPRM
Q59911771,The CO&lt;sub&gt;2&lt;/sub&gt; release and Oxygen uptake from Fossil Fuel Emission Estimate (COFFEE) dataset: effects from varying oxidative ratios
Q60011926,Aerosol hygroscopicity and cloud condensation nuclei activity during the AC&lt;sup&gt;3&lt;/sup&gt;Exp campaign: implications for cloud condensation nuclei parameterization
Q60023789,Carbon balance of South Asia constrained by passenger aircraft CO&lt;sub&gt;2&lt;/sub&gt; measurements
Q60015148,Evaluation of version 3.0B of the BEHR OMI NO&lt;sub&gt;2&lt;/sub&gt; product
Q60015284,On the export of reactive nitrogen from Asia: NO&lt;sub&gt;x&lt;/sub&gt; partitioning and effects on ozone
Q60015253,Space-based observations of fire NO&lt;sub&gt;x&lt;/sub&gt; emission coefficients: a global biome-scale comparison
Q60015154,The Berkeley High Resolution Tropospheric NO&lt;sub&gt;2&lt;/sub&gt; Product
Q60023774,The Impact of Transport Model Differences on CO&lt;sub&gt;2&lt;/sub&gt; Surface Flux Estimates from OCO-2 Retrievals of Column Average CO&lt;sub&gt;2&lt;/sub&gt;
Q60122278,Experimental and model assessment of PM&lt;sub&gt;2.5&lt;/sub&gt; and BC emissions and concentrations in a Brazilian city &ndash; the Curitiba case study
Q60155876,Collection efficiency of &alpha;-pinene secondary organic aerosol particles explored via light scattering single particle aerosol mass spectrometry
Q60172170,Real-time measurements of gas-phase organic acids using SF&lt;sub&gt;6&lt;/sub&gt;&lt;sup&gt;−&lt;/sup&gt; chemical ionization mass spectrometry
Q60170360,The role of vegetation in the CO&lt;sub&gt;2&lt;/sub&gt; flux from a tropical urban neighbourhood
Q60155727,Time-resolved photoluminescence of ZnS/sub x/Se/sub 1-x/(0&gt;×&gt;0.12) epilayers on GaAs grown by MBE
Q60299281,"Microstructure, Microchemistry and the Development of Very High&lt;tex&gt;$rm Nb_3rm Sn$&lt;/tex&gt;Layer Critical Current Density"
Q60356370,Plant-mediated CH&lt;sub&gt;4&lt;/sub&gt; transport and contribution of photosynthates to methanogenesis at a boreal mire: a &lt;sup&gt;14&lt;/sup&gt;C pulse-labeling study
Q60514072,Why so many flowers? A preliminary assessment of mixed pollination strategy enhancing sexual reproduction of the invasive &lt;i&gt;Acacia longifolia&lt;/i&gt; in Portugal
Q60615320,"&lsquo;Not one voice speaking to many&rsquo;: E C Large, wireless, and science fiction fans in the mid-twentieth century"
Q60615522,Coming home - Bally&rsquo;s miniature phrenological specimens
Q60619725,Helen Mayberg: &laquo;Therapieresistente Depression kann durch Tiefenhirnstimulation beeinflusst werden&raquo;
Q60615414,Something in the Air: Dr Carter Moffat&rsquo;s Ammoniaphone and the Victorian Science of Singing
Q60679138,Funktionelle Bildgebung bei chronischen Schmerzerkrankungen: Implikationen f&uuml;r die Therapie
Q60711267,Improving algorithms and uncertainty estimates for satellite NO&lt;sub&gt;2&lt;/sub&gt; retrievals: Results from the Quality Assurance for Essential Climate Variables (QA4ECV) project
Q61013745,Primary and secondary biomass burning aerosols determined by proton nuclear magnetic resonance (&lt;sup&gt;1&lt;/sup&gt;H-NMR) spectroscopy during the 2008 EUCAARI campaign in the Po Valley (Italy)
Q61044034,SMRT: An active&thinsp;/&thinsp;passive microwave radiative transfer model for snow with multiple microstructure and scattering formulations (v1.0)
Q61451533,"Automatic Object-Oriented, Spectral-Spatial Feature Extraction Driven by Tobler&rsquo;s First Law of Geography for Very High Resolution Aerial Imagery Classification"
Q61732828,Cation distribution and high field magnetization studies on SrFe&lt;inf&gt;12-x&lt;/inf&gt;Cr&lt;inf&gt;x&lt;/inf&gt;O&lt;inf&gt;19&lt;/inf&gt;
Q61656121,"CO, NO&lt;sub&gt;x&lt;/sub&gt; and &lt;sup&gt;13&lt;/sup&gt;CO&lt;sub&gt;2&lt;/sub&gt; as tracers for fossil fuel CO&lt;sub&gt;2&lt;/sub&gt;: results from a pilot study in Paris during winter 2010"
Q61658510,Diagnosing the transition layer at extratropical latitudes using MLS O&lt;sub&gt;3&lt;/sub&gt; and MOPITT CO analyses
Q61657397,"Global distributions of C&lt;sub&gt;2&lt;/sub&gt;H&lt;sub&gt;6&lt;/sub&gt;, C&lt;sub&gt;2&lt;/sub&gt;H&lt;sub&gt;2&lt;/sub&gt;, HCN, and PAN retrieved from MIPAS reduced spectral resolution measurements"
Q61658445,"Investigation of CO, C&lt;sub&gt;2&lt;/sub&gt;H&lt;sub&gt;6&lt;/sub&gt; and aerosols in a boreal fire plume over eastern Canada during BORTAS 2011 using ground- and satellite-based observations and model simulations"
Q61744765,Plafond in the Style &quot;Grotesque&quot;
Q61949541,Centennial-scale precipitation anomalies in the southern Altiplano (18°&thinsp;S) suggest an extra-tropical driver for the South American Summer Monsoon during the late Holocene
Q61939873,Impact of diurnal temperature fluctuations on larval settlement and growth of the reef coral &lt;i&gt;Pocillopora damicornis&lt;/i&gt;
Q61939875,Impact of diurnal temperature fluctuations on larval settlement and growth of the reef coral &lt;i&gt;Pocillopora damicornis&lt;/i&gt;
Q62025266,"A Placebo-Controlled, Randomised, Double-Blind Trial to Assess the Safety and Efficacy of Intermittent Bilateral Intraputamenal (GDNF) Infusions Administered Via Convection Enhanced Delivery (CED) in Subjects With Parkinson&Apos;s Disease"
Q62110708,"A Phase III Study of Daunorubicin and Cytarabine +/- G3139 (Genasense, Oblimersen Sodium, NSC #683428, IND #58842), a BCL2 Antisense Oligodeoxynucleotide, in Previously Untreated Patients With Acute Myeloid Leukemia (AML) &gt; / = 60 Years"
Q62573691,Proteomic Differences between Azole-Susceptible and -Resistant &lt;i&gt;Aspergillus fumigatus&lt;/i&gt; Strains
Q62568620,Relationships between Spark Plasma Sintering Temperature and Mechanical Properties of Combustion-Synthesized &alpha;- and &beta;-SiAlON
Q62520631,Urban population exposure to NO&lt;sub&gt;x&lt;/sub&gt; emissions from local shipping in three Baltic Sea harbour cities &ndash; a generic approach
Q63342440,Synthesis of the Organotitanoxane Complexes [(eta(5)-C(5)Me(5))(4)Ti(4)X(2)](&mgr;-O)(5). X-ray Structure of [(eta(5)-C(5)Me(5))(4)Ti(4)Me(2)](&mgr;-O)(5)
Q63435964,Revisiting chlorophyll extraction methods in biological soil crusts – methodology for determination of chlorophyll &lt;i&gt;a&lt;/i&gt; and chlorophyll &lt;i&gt;a&lt;/i&gt; + &lt;i&gt;b&lt;/i&gt; as compared to previous methods
Q63488757,"Corrigendum to ""An algorithm to detect sea ice leads by using AMSR-E passive microwave imagery"" published in The Cryosphere, 6, 343&ndash;352, 2012"
Q63488656,Insights from year-long measurements of air–water CH&lt;sub&gt;4&lt;/sub&gt; and CO&lt;sub&gt;2&lt;/sub&gt; exchange in a coastal environment
Q63488516,Liquid–liquid phase separation in organic particles containing one and two organic species: importance of the average O&thinsp;:&thinsp;C
Q63496473,Metal Body Armour: Biomimetic Engineering of Lattice Structures &dagger;
Q63487827,The sensitivity of secondary organic aerosol (SOA) component partitioning to the predictions of component properties &ndash; Part 3: Investigation of condensed compounds generated by a near-explicit model of VOC oxidation
Q63645964,"A high-resolution climate record spanning the past 17&thinsp;000 years recovered from Lake Ohau, South Island, New Zealand"
Q63628628,"Demonstrating the ""Unit Hydrograph"" and flow routing processes involving active student participation &ndash; A university lecture experiment"
Q63727422,Guillain-Barr&eacute; syndrome in Denmark: validation of diagnostic codes and a population-based nationwide study of the incidence in a 30-year period
Q63849732,Effect of increased temperature on carbon and nitrogen uptake of two intertidal foraminifera (&lt;i&gt;Ammonia tepida&lt;/i&gt; and &lt;i&gt;Haynesina germanica&lt;/i&gt;)
Q63971682,Salinity changes in the Agulhas leakage area recorded by stable hydrogen isotopes of C&lt;sub&gt;37&lt;/sub&gt; alkenones during Termination I and II
Q64025175,Sensitivity of a leaf gas-exchange model for estimating paleoatmospheric CO&lt;sub&gt;2&lt;/sub&gt; concentration
Q63964846,The penultimate deglaciation: protocol for PMIP4 transient numerical simulations between 140 and 127&thinsp;ka
Q64094668,Downregulation of MMSET impairs breast cancer proliferation and metastasis through inhibiting Wnt/&beta;-catenin signaling
Q64134074,Asian and Pacific Child Hepatitis B Vaccination Catch&shy;up: Why Now is the Best Time
Q64131485,Spatial Distribution of Zika in Honduras during 2016&ndash;2017 Using Geographic Information Systems (GIS)&mdash;Implications in Public Health and Travel Medicine
Q64131505,Spatial Distribution of Zika in Honduras during 2016&ndash;2017 Using Geographic Information Systems (GIS)&mdash;Implications in Public Health and Travel Medicine
Q64391133,divand-1.0: &lt;i&gt;n&lt;/i&gt;-dimensional variational data analysis for ocean observations
Q64391412,MODIS snow cover mapping accuracy in a small mountain catchment &ndash; comparison between open and forest sites
Q64391111,Sensitivity of the WRF model to the lower boundary in an extreme precipitation event &ndash; Madeira island case study
Q64391167,Study of the combined effects of data assimilation and grid nesting in ocean models &ndash; application to the Gulf of Lions
Q64598819,Study of the Relationship Between Protein Biomarkers in Cerebrospinal Fluid and the Risk of Progression to Alzheimer&Apos;s Disease in a Cohort of Patients With Depression
Q66863527,Sequelae of incomplete gynecologic operations: II. The uterus &amp; cervix
Q66942474,Cell cycle kinetics of PHA-stimulated muntjac lymphocytes in vitro: Part I--BrdU harlequin assay system &amp; demonstration of rapid proliferation of lymphocytes
Q66904815,"Formation of 2,4-dihydroxybenzoic acid &amp; resorcinol as intermediates in the degradation of salicylic acid by Aspergillus nidulans"
Q66936994,The measurement of the Bausch &amp; Lomb Soflens contact lens by interferometry
Q67019392,"Binding of sodium dodecyl sulphate, Triton X &amp; short chain fatty acids to DNA"
Q67019128,Effects of immobilization stress on spermatogenesis &amp; accessory sex organs in rats
Q66961000,Postnatal energy substrate changes in newborn calves during winter &amp; summer
Q67004485,Thermodynamics of dialysis equilibrium &amp; excess hydration of proteins: part 2--Negative binding of inorganic electrolytes &amp; lyotropic series
Q67073614,"Cysteine-onion oil interaction, its biological importance &amp; the separation of interaction products by chromoatography"
Q67063812,Effect of copper IUD on the uptake of estrogen &amp; progesterone in rat cervix
Q67053217,Interceptive &amp; abortifacient activity of Aristolochia indica L. &amp; possible mode of action
Q67214013,Pollen of &lt;i&gt;Bauhinia&lt;/i&gt; L. and &lt;i&gt;Phanera&lt;/i&gt; Lour. (Leguminosae-Caesalpinioideae) from the Brazilian Caatinga
Q67208396,The effect of northern forest expansion on evapotranspiration overrides that of a possible physiological water saving response to rising CO&lt;sub&gt;2&lt;/sub&gt;: Interpretations of movement in Budyko Space
Q67252203,"The subgenus Persicargas (Ixodoidea: Argasidae: Argas). 21. The effect of some factors in the process of mating on egg development and oviposition in A. (P.) arboreus Kaiser, Hoogstraal &amp; Kohls"
Q67340304,"Hodgkin's disease (H.D.)--a study of 111 cases seen at Gujarat Cancer &amp; Research Institute, Ahmedabad"
Q67417206,Deviation behaviour of arginine derivatives on molecular sieves &amp; its use in the assay of the esterolytic activity of trypsin
Q67368013,Differential activity pattern of succinate &amp; glutamate dehydrogenases in liver &amp; kidney of frog &amp; rat in relation to nitrogenous end products
Q67392902,Effect of immobilization stress on implantation &amp; pregnancy in rat
Q67392921,Influence of Andrographis paniculata (Kalmegh) on bile flow &amp; hexabarbitone sleeping in experimental animals
Q67377110,Proceedings: 3-(4(5)-imidazolyl) propylguanidine (SK&amp;F 91486) - a partial agonist at histamine H2-receptors
Q67448848,Sister chromatid exchanges &amp; their relevance to defective DNA repair in xeroderma pigmentosum cells
Q67446334,Some thermodynamic aspects of expanded &amp; condensed films of BSA adsorbed at the alumina-water interface
Q67412251,Standard &amp; Poor's Corporation corporate and municipal bond rating definitions
Q67505298,Activators &amp; bonding in the treatment of mixed-dentition distocclusion
Q67520166,Comparative study of glibenclamide &amp; chlorpropamide in newly diagnosed maturity onset diabetics
Q67534313,"Effect of 9-arylpurines, 9-aryl-8-azapurines &amp; related 5-phenylazopyrimidines on the growth of Streptococcus faecalis"
Q67543320,"Inhibition of corneal neovascularization in the rat by SK&amp;F 86002, a dual inhibitor of arachidonic acid metabolism"
Q67453263,Teratological evaluation of FD&amp;C Red no. 2 -a collaborative government-industry study. II. FDA's study
Q67580831,"Risks, dignity &amp; responsibility in residential homes for the elderly: the legal framework"
Q67569810,"The accuracy and performance of the A&amp;D TM 2421, a new ambulatory blood pressure monitoring device based on the cuff-oscillometric method and the Korotkoff sound technique"
Q67674518,Connecticut State Medical Society Professional Liability Insurance Program: a report to the Society August 1977: Aetna Life &amp; Casualty
Q67655359,"Glycosaminoglycans, elastin &amp; collagen content of normal adult human aorta at different anatomical levels"
Q67725506,Diurnal alteration of glycogen &amp; its metabolite enzymes in rat testis
Q67735851,Group accident &amp; health in 1974 by lines
Q67788255,Free amino acids &amp; aminotransferases in the nervous system of the aestivating snail Pila globosa (Swainson)
Q67839532,A biting case &amp; fence jumping
Q67902381,Combined 10pter--&gt;p11 and 18pter--&gt;q11 trisomy in a 7-year-old child
Q67893897,Education and training in biotechnology. Course commentaries around Australia &amp; New Zealand. UNESCO training in Asia. Training Directory
Q67984531,3-D structure of a mutant (Asp101--&gt;Ser) of E.coli alkaline phosphatase with higher catalytic activity
Q68005951,Myths &amp; facts ... about pediatric patients
Q67982209,Role of bacterial flora in the pathogenesis &amp; management of atopic dermatitis
Q67994309,Why did England &amp; Wales suffer accelerated population decline in the late nineteenth century?
Q68111602,Comparative stabilities of glutaraldehyde &amp; heat inactivated pertussis vaccine components of adsorbed DPT vaccine with different preservatives
Q68049184,Helping Ben live &amp; die his way
Q68062394,Relatives have a valuable role to play with patients in A&amp;E
Q68203842,A survey of rugby injuries attending an accident &amp; emergency department
Q68203637,Study of the teratogenic potential of FD &amp; C Yellow No. 5 when given in drinking-water
Q68281962,In vivo and in vitro Studies in a Patient with Cyclical Cushing&amp;rsquo;s Disease Showing Some Responsiveness to Bromocriptine
Q68287524,Subject: posts &amp; cores: state of the art
Q68213432,"The pyruvate kinase of Thermoplasma acidophilum: purification, kinetic characterisation &amp; use as a phylogenetic marker"
Q68313944,Nurse &amp; physician opinion of a modified work week trial
Q68323394,Report on confidential enquiries into maternal deaths in England &amp; Wales 1970-1972
Q26825341,A c.1244G&gt;A (p.Arg415Gln) mutation in SH3BP2 gene causes cherubism in a Turkish family: report of a family with review of the literature
Q26827358,The role of TLR4 896 A&gt;G and 1196 C&gt;T in susceptibility to infections: a review and meta-analysis of genetic association studies
Q26852101,The safety of early laparoscopic cholecystectomy (&lt;48 hours) for patients with mild gallstone pancreatitis: a systematic review of the literature and meta-analysis
Q27002441,The -1082A&gt;G polymorphism in promoter region of interleukin-10 and risk of digestive cancer: a meta-analysis
Q27342302,Observation of B(0) --&gt; D0pi(0) and B(0) --&gt;D(*0)pi(0)
Q27346347,Measurement of the K0 charge radius and a CP-violating asymmetry and a search for CP-violating E1 direct photon emission in the rare decay KL--&gt; pi+ pi- e+ e-
Q27346347,Measurement of the K0 charge radius and a CP-violating asymmetry and a search for CP-violating E1 direct photon emission in the rare decay KL--&gt; pi+ pi- e+ e-
Q27348257,Simultaneous measurement of the ratio R=B(t --&gt; Wb)/B(t --&gt; Wq) and the top-quark pair production cross section with the D0 detector at sqrt(s) = 1.96 TeV
Q27348032,Two-body B meson decays to eta and eta('): observation of B --&gt; eta K*
Q27619291,Relocation of the catalytic carboxylate group in class A beta-lactamase: the structure and function of the mutant enzyme Glu166--&gt;Gln:Asn170--&gt;Asp
Q27766031,Glycerol kinase from Escherichia coli and an Ala65--&gt;Thr mutant: the crystal structures reveal conformational changes with implications for allosteric regulation
Q73031975,Higgs-mediated B0 --> &mgr;(+)&mgr;(-) in minimal supersymmetry
Q73085610,"Generation, Microwave Spectrum, Barrier to Internal Rotation of Methyl Group, and ab Initio MO Calculation of syn-2-Nitrosopropene, syn-CH(2)&dbond;C(CH(3))&bond;N&dbond;O"
Q73561032,Expectations and judgments regarding bystanders&raquo; and victims&laquo; responses to peer aggression among early adolescents
Q74177117,Di-&mgr;-bromo-bis
