mapped_to,repository
dame,https://github.com/malpunek/dame
dammit,https://github.com/camillescott/dammit
dan,https://github.com/lycantropos/dan
Dandelion,https://github.com/david-leon/Dandelion
DANE,https://github.com/CLARIAH/DANE
Darbe,https://github.com/cenk/darbe
Darc,https://github.com/Nekroze/Darc
DARE,https://github.com/saga-project/DARE
darkweb,https://github.com/pypa/sampleproject
darn,https://github.com/AmitSrourDev/darn
dart,https://github.com/landakram/dart
dashboard,https://github.com/encode/dashboard
dasher,https://github.com/mfaafm/dasher
dask,https://github.com/dask/dask
dask-ml,https://github.com/dask/dask-ml
DAStk,https://github.com/Dowell-Lab/DAStk
dat,https://github.com/anthonyalmarza/dat
data,http://github.com/mbr/data
DataAnalysis,https://github.com/karinatk/DataAnalysis
dataexplorer,https://github.com/lcjr86/dataexplorer
DataExtraction,https://github.com/yanyundoris/eLearning_yyliu
DataGrid,http://github.com/redventures-oss/DataGrid
DataLine,https://github.com/tiagobotari/dataline
DataProperty,https://github.com/thombashi/DataProperty
datasets,https://github.com/huggingface/datasets
datasette,https://github.com/simonw/datasette
DataSynthesizer,https://github.com/DataResponsibly/DataSynthesizer
dataTXT,https://github.com/SpazioDati/python-datatxt
dataview,https://github.com/damamaty/dataview
datavis,https://github.com/3dem/datavis
datawig,https://github.com/awslabs/datawig
datawrapper,https://github.com/chekos/datawrapper
davinci,https://github.com/seba-1511/davinci
DAWG,https://github.com/pytries/DAWG
day,https://github.com/Sweeterio/day
db,https://github.com/lgastako/db
db2,https://github.com/abiiranathan/db2
db3,https://github.com/daiooo/db3
dbcan,https://github.com/linnabrown/run_dbcan
dbcluster,http://github.com/krishardy/dbcluster
dbd,https://github.com/zsvoboda/dbd
dbest,https://github.com/qingzma/DBEst
dbf,https://github.com/ethanfurman/dbf
dbgap,http://github.com/crDDI/dbgap
dbio,https://github.com/locusenergy/dbio
dblp,https://github.com/sebastianGehrmann/dblp-pub
DBManager,https://github.com/LeCuay/DBManager.py
dbscan,https://github.com/wangyiqiu/dbscan-python
dbt,https://github.com/dbt-labs/dbt-core
DBWrapper,https://github.com/SvenFestersen/DBWrapper
dc,http://github.com/getsentry/dc
DCA,https://github.com/theislab/dca
Dcluster,https://github.com/GuipengLi/Dcluster
dcm2bids,https://github.com/unfmontreal/Dcm2Bids
dcmrtstruct2nii,https://github.com/Sikerdebaard/dcmrtstruct2nii
dcmstack,https://github.com/moloney/dcmstack
dcode,https://github.com/deckardai/dcode
dcp,https://github.com/baterflyrity/dcp
dd,https://github.com/tulip-control/dd
ddb,https://github.com/chris17453/ddb
ddg,https://github.com/justinls/ddg
ddpg,https://github.com/maxkferg/DDPG
de,https://github.com/desantis/python-de
DEA,https://github.com/jeffliu6068/DEA
deal,https://github.com/life4/deal
deblur,https://github.com/biocore/deblur
Decibel,https://www.github.com/copyrighthero/Decibel
decode,https://github.com/deshima-dev/decode
decoder,https://github.com/Anon-Exploiter/decoder
deconf,https://github.com/dustinlacewell/deconf
decora,http://github.com/mjg59/python-decora
decoy,https://github.com/mcous/decoy
dedup,https://github.com/bchiang2/dedup
dedupe,https://github.com/dedupeio/dedupe-examples
DeepBrainSeg,https://github.com/koriavinash1/DeepBrainSeg
DeepCell,https://github.com/vanvalenlab/deepcell-tf
deepchem,https://github.com/deepchem/deepchem
deepdefacer,https://github.com/AKhazane/DeepDeface
deepDegron,https://github.com/ctokheim/deepDegron
deepee,https://github.com/gkaissis/deepee
DeepGenerator,https://github.com/abhilash1910/DeepGenerator
deepgeo,https://github.com/Sotaneum/DeepGeo
DeepGraph,https://github.com/deepgraph/deepgraph
deeplab,https://github.com/uaca/deepy
deeplc,https://github.com/compomics/DeepLC
deeplift,https://github.com/kundajelab/deeplift
deepnet,https://github.com/leovetter/DeepNet
DeepNN,https://github.com/Jie-Yuan/DeepNN
deepposekit,https://github.com/jgraving/deepposekit
DeepPurpose,https://github.com/kexinhuang12345/DeepPurpose
DeepQ,https://github.com/Madmegsox1/DeepQ
DeepSpectrum,https://github.com/DeepSpectrum/DeepSpectrum
DeepSR,https://github.com/htemiz/deepsr
DeepTCR,https://github.com/sidhomj/DeepTCR
deeptime,http://github.com/deeptime-ml/deeptime
deepwalk,https://github.com/phanein/deepwalk
DeepXDE,https://github.com/lululxvi/deepxde
DeerLab,https://github.com/JeschkeLab/DeerLab
DeerNet,https://github.com/zhangruochi/DeerNet
DEERPREdict,https://github.com/KULL-Centre/DEERpredict
default,https://github.com/norangmangto/pypi-default
defaulter,https://github.com/mmurakowski/defaulter
define,https://github.com/SethDusek/define
deid,https://github.com/pydicom/deid
delta,https://github.com/rlgomes/delta
delve,https://github.com/delve-team/delve
Dem,https://github.com/flew-software/D
demography,https://github.com/markdouthwaite/demography
demultiplex,https://github.com/jfjlaros/demultiplex
demuxEM,https://github.com/klarman-cell-observatory/demuxEM
dendrite,https://github.com/caffeinehit/dendrite
denovo,https://github.com/WithPrecedent/fiat
densplot,https://github.com/ClementiGroup/DensityPlotMaker
dEploid,https://github.com/DEploid-dev/DEploid-py
derivative,https://github.com/andgoldschmidt/derivative
des,https://github.com/littlefisher/des
desc,https://github.com/eleozzr/desc
descr,https://github.com/breuleux/descr
describe,http://github.com/jeffh/describe
descript,https://github.com/histrio/python-descript-ion
descriptors,https://github.com/noutenki/descriptors
design,https://github.com/audreyr/design
designer,https://github.com/krishols/designer
desk,https://github.com/s-goldman/Dusty_Evolved_Star_Kit
desolver,https://github.com/Microno95/desolver
detect,https://github.com/andrewp-as-is/detect.py
detecting,https://github.com/Qinbf/detecting
detective,https://github.com/tijme/detective
devbox,http://github.com/mathcamp/devbox
deviaTE,https://github.com/W-L/deviaTE
devtools,https://github.com/samuelcolvin/python-devtools
Dex,https://github.com/mongolab/dex
dfilter,https://github.com/YingheSun/dfilter
dgenies,https://github.com/genotoul-bioinfo/dgenies
dgtools,https://github.com/aanastasiou/dgtools
dh,https://github.com/dhaase-de/dh-python-dh
dharma,https://github.com/MozillaSecurity/dharma
dhis2,https://github.com/dhis2/dhis2-python
di,https://github.com/adriangb/di
DI2,https://github.com/JupitersMight/DI2
diagram,https://github.com/tehmaze/diagram
diagrams,https://github.com/mingrammer/diagrams
dial,https://github.com/dial-app/dial_gui
Dialogs,https://github.com/severin-lemaignan/dialogs
dials,https://github.com/dials/dials
diamond,https://github.com/python-diamond/Diamond
diana,http://github.com/xlevus/python-diana
dice,https://github.com/borntyping/python-dice
Dicio,https://github.com/felipemfp/dicio
dicom,https://github.com/darcymason/pydicom
dicom2nifti,https://github.com/icometrix/dicom2nifti
dicom-parser,https://github.com/ZviBaratz/dicom_parser
dicompyler-core,https://github.com/dicompyler/dicompyler-core
DIF,https://github.com/kono10/DIS
diff,https://github.com/Julian/diff
diffbot,https://github.com/attilaolah/diffbot.py
Differential,https://github.com/leishi1313/Differential
diffgeom,https://github.com/maroba/diffgeom
diffpy.mpdf,https://github.com/benfrandsen/diffpy.mpdf
diffractem,https://github.com/robertbuecker/diffractem
diffuse,https://github.com/asandeep/diffuse
dig,https://github.com/enjoyhot/dig
digger,https://github.com/Dog-Egg/digger
DigiPathAI,https://github.com/haranrk/DigiPathAI
DigitalCellSorter,https://github.com/sdomanskyi/DigitalCellSorter
DIL,https://github.com/LRTK-CODER/DIL-Project
dill,https://github.com/uqfoundation/dill
dim,http://github.com/stratoscale/dim
dime,https://github.com/lepisma/dime
dimensions,https://github.com/philadams/dimensions
dimod,https://github.com/dwavesystems/dimod
DIRAC,https://github.com/DIRACGrid/DIRAC
dirichlet,http://github.com/ericsuh/dirichlet
disc,https://github.com/iyhaoo/DISC
disco,https://github.com/Iqoqo/python-sdk
discord,https://github.com/Rapptz/discord.py
discovery,http://github.com/zymbit/discovery
discreteMarkovChain,https://github.com/gvanderheide/discreteMarkovChain
discuss,https://github.com/biwin/discuss
disp,http://github.com/ipython/disp
dispersion,https://github.com/nano-sippe/dispersion
displayer,https://github.com/enomotokenji/image-displayer
DisPro,https://github.com/cmsteffen-code/DisPro
dist,https://github.com/duboviy/dist
Distance,https://github.com/doukremt/distance
Distiller,https://github.com/FranciscoCanas/Distiller
distnet,https://github.com/p0licat/distnet
distruct,https://github.com/KIT-MBS/distruct
diva,https://github.com/mgriley/diva
diversitree,https://github.com/lowandrew/DiversiTree
divsufsort,https://github.com/avast/divsufsort-python
Dixit,https://github.com/arvoelke/Dixit
Django,https://github.com/django/django
django-auth,http://github.com/noahzaozao/django-auth
django-blastplus,https://github.com/michal-stuglik/django-blastplus
django-helpdesk,https://github.com/django-helpdesk/django-helpdesk
django-mongo-auth,https://github.com/mitar/django-mongo-auth
dlclib,https://github.com/gwappa/python-dlclib
dlex,https://github.com/trungd/dlex
dlib,https://github.com/davisking/dlib
dlsym,https://github.com/anntzer/dlsym
dlvr,https://github.com/bmaeser/dlvr
dmc,https://github.com/rhettg/dmc
dmipy,https://github.com/AthenaEPI/dmipy
dmp,https://github.com/jreese/dmp
dmri-commit,https://github.com/daducci/COMMIT
dms,https://github.com/ambrozic/dms
dms2dfe,https://github.com/rraadd88/dms2dfe
dmslogo,https://github.com/jbloomlab/dmslogo
dn,https://github.com/thorwhalen/ut
dnachisel,https://github.com/Edinburgh-Genome-Foundry/DnaChisel
dnacurve,https://github.com/cgohlke/dnacurve
dnaio,https://github.com/marcelm/dnaio
dnds,https://github.com/adelq/dnds
DoBy,https://github.com/dr4ke616/DoBy
doc,http://github.com/danijar/doc
do-calculus,https://github.com/bradendubois/do-calculus
docere,https://github.com/harterrt/docere
dock,https://github.com/vzhong/dock
docker,https://github.com/docker/docker-py
docker-compose,https://github.com/docker/compose
docking,https://github.com/pyrustic/docking
dockit,https://github.com/Ron-Chang/dockit
docrep,https://github.com/Chilipp/docrep
docs,http://github.com/danijar/docs
doctor,https://github.com/upsight/doctor
documentation,https://github.com/Carreau/documentation
docx,http://github.com/mikemaccana/python-docx
doepipeline,https://github.com/clicumu/doepipeline
dog,https://github.com/rasmus-toftdahl-olesen/dog
dom,http://github.com/zachwill/dom
domaincaller,https://github.com/XiaoTaoWang/domaincaller
dominant,https://github.com/pypa/sampleproject
domingo,https://github.com/hangarunderground/domingo
Domo,http://github.com/hinoglu/Domo
don,https://github.com/susam/don
donut,https://github.com/lukeolson/donut
doodle,https://github.com/pskeshu/doodle
doppel,https://github.com/jimporter/doppel
doppler,http://github.com/nickgartmann/doppler
Doric,https://github.com/arcosin/Doric
dos,https://github.com/pr/dos
dos2unix,https://github.com/techtonik/dos2unix
dose,https://github.com/danilobellini/dose
dota2,https://github.com/ValvePython/dota2
dotenv,https://github.com/pedroburon/dotenv
dotnet,https://github.com/sadhbh-c0d3/pydotnet
dotplot,https://github.com/kn-bibs/dotplot
dotter,https://github.com/paetzke/dotter
down,https://github.com/sdushantha/down
download,https://github.com/choldgraf/download
downloader,https://github.com/gtzampanakis/downloader
dp,https://github.com/dongyx/PyDP
dPCA,https://github.com/machenslab/dPCA
dpkt,https://github.com/kbandla/dpkt
dpl,https://github.com/duytintruong/dpl
dpr,https://github.com/samuelstjean/dpr
dprep,https://github.com/eykrehbein/dprep
dpy,https://github.com/timothycrosley/dpy
dr,https://github.com/Ewpratten/dr
draco,https://github.com/uwdata/draco
dragnet,http://github.com/seomoz/dragnet
draw,https://github.com/domitry/draw
drawing,https://github.com/idin/drawing
drawio,https://github.com/chmduquesne/python-drawio
drawtree,https://github.com/msbanik/drawtree
drc,https://github.com/anistark/django-react-comments
DRE,https://github.com/zuxinrui/DRE
dreamtools,https://github.com/dreamtools/dreamtools
dredge,https://github.com/moews/dredge
drep,https://github.com/MrOlm/drep
driver,https://github.com/yngtodd/driver
DriverPower,https://github.com/smshuai/DriverPower
drizzle,https://github.com/spacetelescope/drizzle
drop,https://github.com/cod3monk/drop
dropSeqPipe,http://github.com/hoohm/dropSeqPipe
drug2ways,https://github.com/drug2ways/drug2ways
DRV,http://github.com/pelegm/drv
dryad,https://github.com/k-florek/dryad
ds,https://github.com/asciimoo/ds
DSGRN,https://github.com/marciogameiro/DSGRN
dsh,https://github.com/flashashen/dsh2
dsm,https://github.com/marcinn/dsm
dsolve,https://github.com/iameugenejo/pydsolve
dsr,https://github.com/the0demiurge/DataStructureRepr
DStream,https://github.com/manxisuo/dstream
dt,https://github.com/dlopes7/dynatrace-rest-python
dta,https://github.com/dumb-stuff/dta
dtaidistance,https://github.com/wannesm/dtaidistance
dtd,https://github.com/muditbac/dtd
DTL,https://github.com/rocktavious/DevToolsLib
dtool,https://github.com/jic-dtool/dtool
dtoolcore,https://github.com/jic-dtool/dtoolcore
dtools,https://github.com/chermed/dtools
dtree,https://github.com/chrisspen/dtree
dtreeviz,https://github.com/parrt/dtreeviz
dts,https://github.com/KwangYeol/dts
dtscalibration,https://github.com/dtscalibration/python-dts-calibration
dtw,https://github.com/pierre-rouanet/dtw
dual,https://github.com/SaitoTsutomu/dual
duckduckgo,http://github.com/mikejs/python-duckduckgo
duet,http://github.com/google/duet
DUI,https://github.com/Python-Lettle/DUI
duiker,https://github.com/benwebber/duiker
duk,https://github.com/wvangeit/duk
dump,http://github.com/jaymon/dump
Dumper,https://github.com/jric/Dumper.py
duplo,https://github.com/jdunck/duplo
durian,http://github.com/ask/durian
Dust,http://github.com/blanu/Dust
dva,https://github.com/RedHatQE/dva
dwave-system,https://github.com/dwavesystems/dwave-system
dwc,https://github.com/hvnsweeting/dwc
dx,https://github.com/nteract/dx
dxtbx,https://github.com/cctbx/dxtbx
dyconnmap,https://github.com/makism/dyconnmap
Dymo,https://github.com/migurski/Dymo#readme
dyn,https://github.com/dyninc/dyn-python
dynamic,https://github.com/gravmatt/py-dynamic
dynamics,https://github.com/shytikov/dynamics
DynamicTable,http://github.com/manuelblancovalentin/DynamicTable
dynamicTreeCut,https://github.com/kylessmith/dynamicTreeCut
dynamo,https://github.com/kennethreitz/dynamo
dynamo2m,https://github.com/alisterburt/dynamo2m
dynamotable,https://github.com/alisterburt/dynamotable
dynesty,https://github.com/joshspeagle/dynesty
Dyson,https://github.com/dynamictivity/dyson
each,https://github.com/DRMacIver/each
earthpy,https://github.com/earthlab/earthpy
ease,https://github.com/edx/ease
easel,https://github.com/tnahs/easel
easl,https://github.com/eaybek/easl
EAST,https://github.com/msdubov/AST-text-analysis
easy,https://github.com/stackstrap/easy
EasyAlign,https://github.com/JamesDConley/EasyAlign
easygui,https://github.com/robertlugg/easygui
EasyNN,https://github.com/danielwilczak101/EasyNN
EasyPlot,https://github.com/HamsterHuey/easyplot
EasyROI,https://github.com/saharshleo/easyROI
easyrun,https://github.com/rfyiamcool/easyrun
EB,https://github.com/rvswift/EB
eb2,https://github.com/jonathortense/homebrew-eb2
ebus,https://github.com/abisxir/ebus
ec,https://github.com/Laufire/ec
ec2,https://github.com/mattrobenolt/ec2
ecalc,https://github.com/h-ohsaki/ecalc
ecd,https://github.com/sixiyizai/ecd
ecdf,https://github.com/kongscn/ecdf
echarts,https://github.com/data-journalism/echarts
echo,https://github.com/glue-viz/echo
echopype,https://github.com/OSOceanAcoustics/echopype
ecl,https://github.com/equinor/ecl
ECLAIR,https://github.com/GGiecold/ECLAIR
eClinic,https://github.com/abiiranathan/eclinic
ecmtool,https://github.com/SystemsBioinformatics/ecmtool
eco,https://github.com/ikeikeikeike/python-eco
ecobici,https://github.com/sainoba/ecobici_py
ecological,https://github.com/jmcs/ecological
ecopy,https://github.com/Auerilas/ecopy
ecstatic,https://github.com/mbr/ecstatic
ed,https://github.com/eumiro/ed
edb,https://github.com/edgedb/edgedb
edd-utils,https://github.com/JBEI/edd-utils
eddy,https://github.com/joajfreitas/eddy
edgar,https://github.com/joeyism/py-edgar
edgebox,http://github.com/mobiledgex/edgebox
edit,https://github.com/eaybek/edit
edition,https://github.com/cariad/edition
editor,https://github.com/rec/editor
edlib,https://github.com/Martinsos/edlib
edt,https://github.com/seung-lab/euclidean-distance-transform-3d
edtech,https://github.com/misterjei/etlib
edtools,http://github.com/instamatic-dev/edtools
EDX,https://github.com/Haigutus/EDX
Eel,https://github.com/samuelhwilliams/Eel
eems,https://github.com/enricoba/eems
eep,https://github.com/lepisma/eep
effect,http://github.com/python-effect/effect
effects,https://github.com/dry-python/classes
efficiency,https://github.com/zhijing-jin/efficiency
efp,https://github.com/datamgr/ptp
eg,https://github.com/srsudar/eg
egg,https://github.com/rgbkrk/egg
eGo,https://github.com/openego/eGo
egrep,https://github.com/rhimmelbauer/egrep
eha,https://github.com/matrixji/eha
eight,https://github.com/kislyuk/eight
Eir,https://github.com/mjacob1002/Eir
ej,https://github.com/thorwhalen/ut
ekphrasis,https://github.com/cbaziotis/ekphrasis
el,https://github.com/thorwhalen/ut
eland,https://github.com/elastic/eland
elastic,https://github.com/jochym/Elastic
elasticsearch,https://github.com/elastic/elasticsearch-py
elda,https://github.com/Germanvp/ELDA
ele,https://github.com/rsdefever/ele
eLearning,https://github.com/Ivanfdezr/DACODES-CHALLENGE
ElecSus,https://github.com/jameskeaveney/ElecSus
election,http://github.com/wnyc/election
electric,https://github.com/johncclayton/electric
elektra,https://github.com/wearemolecule/elektra
element,https://github.com/peterldowns/mypackage
elements,http://github.com/danijar/elements
Elevator,http://github.com/oleiade/Elevator
eli5,https://github.com/eli5-org/eli5
elisp,https://github.com/jorgenschaefer/elisp
Elite,https://github.com/origamizyt/Elite
Eliza,https://github.com/redvox/Eliza
ella,https://github.com/ella/ella
elm,https://github.com/acba/elm
elmo,https://github.com/palazzem/elmo-alerting
elsa,https://github.com/pyvec/elsa
em,https://github.com/ikalnitsky/em
emacs,https://github.com/matthewlmcclure/python-emacs
emails,https://github.com/lavr/python-emails
Eman,https://github.com/nikhilkumarsingh/weather-reporter
EMBL2checklists,https://github.com/michaelgruenstaeudl/EMBL2checklists
emcore,https://github.com/3dem/emcore
EMDT,https://github.com/pzs741/EMDT
EMeRGE,https://github.com/NREL/EMeRGE
EMIRGE,https://github.com/csmiller/EMIRGE
emlearn,https://github.com/emlearn/emlearn
EMMO,https://github.com/emmo-repo/EMMO-python
emo,https://github.com/Miserlou/emo
emoji,https://github.com/carpedm20/emoji
emojis,https://github.com/alexandrevicenzi/emojis
EmoPy,https://github.com/thoughtworksarts/EmoPy
emot,https://github.com/NeelShah18/emo
empath,https://github.com/Ejhfast/empath-client
emperor,http://github.com/biocore/emperor
emphasis,https://github.com/aminuolawale/emphasis
Empiric,https://github.com/mocnik-science/empiric
Empty,https://github.com/italomaia/empty
ems,https://github.com/mtils/ems
emtable,https://github.com/delarosatrevin/emtable
emu,https://github.com/ChrisCummins/emu
Emulator,https://github.com/futurehomeno/emulator
EmulsiPred,https://github.com/MarcatiliLab/EmulsiPred
emvis,https://github.com/3dem/emvis
enable,https://github.com/enthought/enable
encode,https://github.com/encode/encode
Encoder,https://github.com/mivallion/Encoder
end,https://github.com/nya3jp/end
endocal,https://github.com/gift-surg/endocal
ene,https://github.com/MaT1g3R/ene
Energize,https://github.com/Atom345/Energize
enki,https://github.com/Scifabric/enki
ENN,https://github.com/timo-stoettner/ENN
enricher,https://github.com/pysaurav/url-enricher
enrichr,https://github.com/jpleger/enrichr
ens,https://github.com/carver/ens.py
ensembl,https://github.com/kn/ensembl
ensembler,https://github.com/pankajr141/ensembler
ent,https://github.com/jreese/ent
entropy,https://github.com/h4ck3rk3y/entropy
env,https://github.com/kennethreitz/env
envelope,https://github.com/CZ-NIC/envelope
envi,https://github.com/OvalMoney/envi
environmental,https://github.com/zalando/environmental
enzo,https://github.com/thomasbreydo/enzo
eo,https://github.com/andharris/eo
eo-learn,https://github.com/sentinel-hub/eo-learn
eom,https://github.com/rackerlabs/eom
Eos,https://github.com/pyfa-org/eos
ep,https://github.com/txels/ep
epa,https://github.com/codeforamerica/epa_python
epath,https://github.com/ademakdogan/epath
epc,https://github.com/tkf/python-epc
ephyviewer,https://github.com/NeuralEnsemble/ephyviewer
epic,https://github.com/ajw0100/epic
epic2,http://github.com/endrebak/epic2
EpiClass,https://github.com/bmill3r/EpiClass
epicode,https://github.com/i000/epicode
epidemia,https://github.com/COVID19-CMM/Epidemia
epidemiology,http://github.com/storborg/funniest
Epinano,https://github.com/enovoa/EpiNano
Epiphany,http://github.com/br0kenb1nary/epiphany
epistasis,https://github.com/harmslab/epistasis
EpiTator,https://github.com/ecohealthalliance/EpiTator
epitopepredict,https://github.com/dmnfarrell/epitopepredict
EPMS,https://github.com/petcomputacaoufrgs/papagaio
eponym,https://github.com/DoctorJohn/eponym
epos,http://github.com/kszucs/epos
eppy,https://github.com/santoshphilip/eppy
EPT,https://github.com/mthbernardes/EternalProxyTor
eq,https://github.com/kshramt/eq
EQcorrscan,https://github.com/eqcorrscan/EQcorrscan
eQTLseq,https://github.com/dvav/eQTLseq
equate,https://github.com/thorwhalen/equate
Equation,https://github.com/alphaomega-technology/Equation
er,https://github.com/simon-engledew/python-er
ERgene,https://github.com/Starlitnightly/ERgene
Erudite,https://github.com/BrianHicks/erudite
esc,https://github.com/nathforge/esc
ESD,https://github.com/FeeiCN/ESD
esg,https://github.com/mtag-dev/esg
eSim,https://github.com/e-sim-python/scripts
ESN,https://github.com/Xeeshanmalik/deep_ml_esn
ESP32,https://github.com/Profinfo2020/ESP32
ESRNN,https://github.com/kdgutier/esrnn_torch
essentials,https://github.com/RobertoPrevato/essentials
estimator,https://github.com/AppliedDeepLearning/estimator
etcd,https://github.com/dsoprea/PythonEtcdClient
etcetera,http://github.com/pgmmpk/etcetera
etheno,https://github.com/trailofbits/etheno
ethereum,https://github.com/ethereum/pyethereum
ethnicity,https://github.com/eeghor/ethnicity
ethtool,https://github.com/fedora-python/python-ethtool
ETo,https://github.com/mullenkamp/ETo
eu,https://github.com/thorwhalen/ut
EukRep,https://github.com/patrickwest/EukRep
eulerangles,https://github.com/alisterburt/eulerangles
eureka,http://github.com/jeffvogelsang/eureka
eutils,https://github.com/biocommons/eutils
ev3dev-c,https://github.com/in4lio/ev3dev-c
eva,https://github.com/bjinwright/eva
eval,https://github.com/coldfix/pyval
evaluation,https://github.com/smarsu/compare
evan,https://github.com/raahii/video-gans-evaluation
Eve,https://github.com/pyeve/eve
event,https://github.com/jaraco/pyevent
Events,http://github.com/pyeve/events
every,https://github.com/VoIlAlex/russian
eviltransform,https://github.com/googollee/eviltransform
evo,https://github.com/MichaelGrupp/evo
EvoDAG,https://github.com/mgraffg/EvoDAG
evol,https://github.com/godatadriven/evol
evoltree,https://github.com/p-pereira/evoltree
evolut,http://github.com/megadose/evolut
Evolve,https://github.com/JamesHabben/evolve
evolving,https://github.com/zetatez/evolving
EvoMSA,https://github.com/ingeotec/EvoMSA
ewstools,https://github.com/ThomasMBury/ewstools
examiner,https://github.com/howie6879/examiner
ExAssist,https://github.com/flyaway1217/ExAssist
excel,https://github.com/twz915/excel
exchange,https://github.com/akarat/exchange
Exh,http://github.com/KenyC/Exh
ExMAS,https://github.com/RafalKucharskiPK/ExMAS
exo,https://github.com/CEGRcode/exo
exoskeleton,https://github.com/RuedigerVoigt/exoskeleton
exp,https://github.com/davidenunes/exp
expectation,http://github.com/goodwanghan/expectation
expipe,https://github.com/CINPLA/expipe
explainer,https://github.com/explainable-systems/explainer
explicit,https://github.com/levi-rs/explicit
explode,http://github.com/emonty/explode
explore,https://github.com/Exahilosys/explore
expm,https://github.com/theJollySin/expm
export,http://github.com/zsiciarz/export
export2graphlan,http://github.com/segatalab/export2graphlan
expr,https://github.com/bmcorser/expr
Expression,https://github.com/cognitedata/expression
expresso,https://github.com/TheLartians/Expresso
ey,https://github.com/samuell/ey
eye,http://github.com/davisagli/eye
EyeTracker,https://github.com/rcbyron/python-eye-tracker
f,https://github.com/igrishaev/f
f2c,https://github.com/CyGlass/fortinet-cyglass
f5,https://github.com/brendanberg/f5
fa,https://github.com/doronz88/fa
fa2,https://github.com/bhargavchippada/forceatlas2
fabia,https://github.com/bioinf-jku/pyfabia
fable,https://github.com/yrapop01/fable
face,https://github.com/mahmoud/face
FaceChannel,https://github.com/pablovin/facechannel
facet,https://github.com/pohmelie/facet
facets,https://github.com/olivier-m/django-facets
factanal,https://github.com/kjul/factanalpy
factor,https://github.com/epw/pyfactor
factor_analyzer,https://github.com/EducationalTestingService/factor_analyzer
faerun,https://github.com/reymond-group/faerun-python
fafbseg,https://github.com/flyconnectome/fafbseg-py
Faker,https://github.com/joke2k/faker
falco,https://github.com/falcosecurity/client-py
FALL,https://github.com/DevanshRaghav75/FALL
fam,https://github.com/paulharter/fam
family,https://github.com/torpedoallen/family
fancyimpute,https://github.com/iskandr/fancyimpute
Farasa,https://github.com/disooqi/PyFarasa
faraway,https://github.com/julianfaraway/LMP
farsi,http://github.com/ourway/farsi
fasta,http://github.com/xapple/fasta
fastai,https://github.com/fastai/fastai
fastai2,https://github.com/fastai/fastai2
fastaq,https://github.com/Jverma/fastAQ
fastcore,https://github.com/fastai/fastcore
fastdist,https://github.com/talboger/fastdist
fastdtw,https://github.com/slaypni/fastdtw
faster,https://github.com/lfzark/faster
FastHMM,https://github.com/312shan/FastHMM
fastjet,https://github.com/scikit-hep/fastjet
fastlmm,https://github.com/fastlmm/FaST-LMM
fastmap,https://github.com/fastmap-io/fastmap
FastProject,https://github.com/YosefLab/FastProject
fastseg,https://github.com/ekzhang/fast-semantic-seg
fasttext,https://github.com/facebookresearch/fastText
fastx,https://github.com/cjw85/fastx
fat,https://github.com/samuelvanderwaal/fat-py
fatcat,https://github.com/INfoUpgraders/fatcat
fbi,https://github.com/korniichuk/fbi
fbm,https://github.com/crflynn/fbm
fc,https://github.com/Thoxvi/Function-Chain-Python
FCD,https://github.com/bioinf-jku/FCD
fcl,https://github.com/thomas-bottesch/fcl
fcon,https://github.com/pmars/tools
fcs,https://github.com/ammar1y/Focus-Phase
fcsparser,https://github.com/eyurtsev/fcsparser
FCT,http://github.com/Rodot-/FIRST-Cutout-Image-Viewer
fdb,https://github.com/FirebirdSQL/fdb
fdep,http://github.com/checkr/fdep
fdstools,https://github.com/Jerrythafast/FDSTools
fdtool,https://github.com/USEPA/FDTool
fe,https://github.com/musyoka-morris/fe
features,https://github.com/xflr6/features
febio,https://github.com/siboles/pyFEBio
fedex,https://github.com/python-fedex-devs/python-fedex
fedora,https://github.com/fedora-python/fedora-pypi-placeholder
feedr,https://github.com/nir0s/feedr
fermi,https://github.com/iogiul/FERMI
fest,https://github.com/amancevice/fest
FEW,https://github.com/lacava/few
ff,https://github.com/fengyu05/ff
ffmpeg,https://github.com/jiashaokun/ffmpeg
ffp,https://github.com/sebpuetz/ffp
fft,https://github.com/cmdimkpa/fft/archive/v0.1.tar.gz
FFTA,https://github.com/rajgiriUW/ffta
fhirbase,http://github.com/fhirbase/fhirbase.py
fi,https://github.com/python-efficiency/fi
fibermorph,https://github.com/tinalasisi/fibermorph
FIDL,https://github.com/fireeye/FIDL
fido,https://github.com/Yelp/fido
field,https://github.com/bramwelt/field
fields,https://github.com/ionelmc/python-fields
fif,https://github.com/hazarek/fif
figshare,https://github.com/rmcgibbo/figshare
figtree,https://github.com/skippyprime/configs
Figures,https://github.com/appsembler/figures
file,https://github.com/ionelmc/python-file
FileIO,https://github.com/Eoin-S/FileIO
film,https://github.com/dmkskn/m
FilterDict,https://github.com/JulianKimmig/filter_dict
fin,http://github.com/stestagg/fin
find,https://github.com/andrewp-as-is/find.py
findCPcli,https://github.com/findCP/findCPcli
finder,https://github.com/bharadwajyarlagadda/finder
findpeaks,https://github.com/erdogant/findpeaks
findr,https://github.com/lingfeiwang/findr-python
findsame,https://github.com/elcorto/findsame
findsub,https://github.com/mahyar24/FindSub
FINE,https://github.com/FZJ-IEK3-VSA/FINE
fingerprint,http://github.com/kailashbuki/fingerprint
fingerprints,http://github.com/alephdata/fingerprints
finite,http://github.com/barnybug/finite
Fiona,http://github.com/Toblerity/Fiona
